Point;Real time;Power-up time;Asrc;Alod;Apack;Vpack;SOC;DOD;Loads;BalVtg;BalCause;IoState;Flags;Bnk0;Bnk1t;Bnk2;Bnk3;Bnk4;Bnk5;Bnk6;Bnk7;Bnk8;Bnk9;Bnk10;Bnk11;Bnk12;Bnk13;Bnk14;Bnk15;CCL;CCLcause;DCL;DCLcause;WarnFlags;FltFlags;MissBanks;MissBank#;MissCells;-;Vmin;VminNo;VminAvg;Vavg;Vmax;VmaxNo;VmaxAvg;Tmin;TminNo;Tavg;Tmax;TmaxNo;Rmin;RminNo;Ravg;Rmax;RmaxNo;Rpack;Nmonit;Vmonit;Tmonit;TmonitOff;Rmonit;Smonit;Cell 0;Cell 1;Cell 2;Cell 3;Cell 4;Cell 5;Cell 6;Cell 7;Cell 8;Cell 9;Cell 10;Cell 11;Cell 12;Cell 13;Cell 14;Cell 15;Cell 16;Cell 17;Cell 18;Cell 19;Cell 20;Cell 21;Cell 22;Cell 23;Cell 24;Cell 25;Cell 26;Cell 27
856;1/1/2026 15:33;#2401 000:01:13:01;0;27.8;27.8;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
857;1/1/2026 15:33;#2401 000:01:13:02;0;27.9;27.9;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
858;1/1/2026 15:33;#2401 000:01:13:03;0;27.9;27.9;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
859;1/1/2026 15:33;#2401 000:01:13:04;0;27.9;27.9;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
860;1/1/2026 15:34;#2401 000:01:13:05;0;27.9;27.9;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
861;1/1/2026 15:34;#2401 000:01:13:06;0;27.9;27.9;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
862;1/1/2026 15:34;#2401 000:01:13:07;0;27.7;27.7;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
863;1/1/2026 15:34;#2401 000:01:13:08;0;27.1;27.1;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
864;1/1/2026 15:34;#2401 000:01:13:09;0;26.5;26.5;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
865;1/1/2026 15:34;#2401 000:01:13:10;0;26;26;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
866;1/1/2026 15:34;#2401 000:01:13:11;0;25.2;25.2;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
867;1/1/2026 15:34;#2401 000:01:13:12;0;24.4;24.4;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
868;1/1/2026 15:34;#2401 000:01:13:13;0;23.6;23.6;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
869;1/1/2026 15:34;#2401 000:01:13:14;0;23.3;23.3;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
870;1/1/2026 15:34;#2401 000:01:13:15;0;23.1;23.1;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
871;1/1/2026 15:34;#2401 000:01:13:16;0;23.1;23.1;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
872;1/1/2026 15:34;#2401 000:01:13:17;0;23;23;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
873;1/1/2026 15:34;#2401 000:01:13:18;0;23.8;23.8;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
874;1/1/2026 15:34;#2401 000:01:13:19;0;24.2;24.2;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
875;1/1/2026 15:34;#2401 000:01:13:20;0;24.6;24.6;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
876;1/1/2026 15:34;#2401 000:01:13:21;0;25.1;25.1;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;29;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
877;1/1/2026 15:34;#2401 000:01:13:22;0;25.2;25.2;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
878;1/1/2026 15:34;#2401 000:01:13:23;0;25.8;25.8;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
879;1/1/2026 15:34;#2401 000:01:13:24;0;26.5;26.5;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.73;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
880;1/1/2026 15:34;#2401 000:01:13:25;0;27.9;27.9;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
881;1/1/2026 15:34;#2401 000:01:13:26;0;28.4;28.4;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
882;1/1/2026 15:34;#2401 000:01:13:27;0;16.3;16.3;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
883;1/1/2026 15:34;#2401 000:01:13:28;0;0.6;0.6;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.73;1;3.7;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
884;1/1/2026 15:34;#2401 000:01:13:29;0;0.5;0.5;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.73;1;3.71;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
885;1/1/2026 15:34;#2401 000:01:13:30;0;0.5;0.5;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.73;1;3.71;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
886;1/1/2026 15:34;#2401 000:01:13:31;0;0.5;0.5;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.73;1;3.71;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
887;1/1/2026 15:34;#2401 000:01:13:32;0;0.5;0.5;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.73;1;3.71;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
888;1/1/2026 15:34;#2401 000:01:13:33;0;0.5;0.5;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.73;1;3.71;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
889;1/1/2026 15:34;#2401 000:01:13:34;0;9.9;9.9;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;1;3.71;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
890;1/1/2026 15:34;#2401 000:01:13:35;0;20.9;20.9;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;1;3.71;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
891;1/1/2026 15:34;#2401 000:01:13:36;0;27;27;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.71;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
892;1/1/2026 15:34;#2401 000:01:13:37;0;28.2;28.2;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.71;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
893;1/1/2026 15:34;#2401 000:01:13:38;0;28.3;28.3;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.71;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
894;1/1/2026 15:34;#2401 000:01:13:39;0;28.4;28.4;104.9;71;66;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.71;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
895;1/1/2026 15:34;#2401 000:01:13:40;0;28.4;28.4;104.9;71;67;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.71;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
896;1/1/2026 15:34;#2401 000:01:13:41;0;28.5;28.5;104.9;71;67;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.71;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
897;1/1/2026 15:34;#2401 000:01:13:42;0;28.6;28.6;104.9;71;67;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.71;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
898;1/1/2026 15:34;#2401 000:01:13:43;0;27.8;27.8;104.9;71;67;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.7;19;3.71;3.74;3.75;27;3.75;26;25;28;31;21;0;27;0.2;1.6;8;7.4;0;3.75;30;0;;7;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
