type,time,latitude,longitude,altitude (m),speed (km/h),course,slope (%),distance (km),distance_interval (m),color,opacity,width,name,desc,activity
T,2022-02-27 16:26:56,-33.601148880,-70.520157770,781.5,35.1,4.7,-2.1,3.112,19.49,,,,,,
T,2022-02-27 16:26:57,-33.601145770,-70.520275470,781.2,39.3,4.7,-2.5,3.123,10.93,,,,,,
T,2022-02-27 16:26:58,-33.601147480,-70.520403220,780.9,42.7,4.7,-2.6,3.134,11.86,,,,,,
T,2022-02-27 16:26:59,-33.601151370,-70.520539600,780.6,45.6,4.7,-2.7,3.147,12.67,,,,,,
T,2022-02-27 16:27:00,-33.601151670,-70.520674880,780.2,45.2,4.7,-2.6,3.160,12.56,,,,,,
T,2022-02-27 16:27:01,-33.601155070,-70.520814320,779.9,46.6,4.7,-2.7,3.173,12.95,,,,,,
T,2022-02-27 16:27:02,-33.601163970,-70.520957870,779.4,48.1,4.7,-3.7,3.186,13.36,,,,,,
T,2022-02-27 16:27:03,-33.601173950,-70.521107570,778.9,50.2,4.7,-3.8,3.200,13.94,,,,,,
T,2022-02-27 16:27:04,-33.601185620,-70.521259920,778.3,51.1,4.7,-3.7,3.214,14.20,,,,,,
T,2022-02-27 16:27:05,-33.601201200,-70.521415780,777.8,52.4,4.7,-3.6,3.229,14.57,,,,,,
T,2022-02-27 16:27:06,-33.601210150,-70.521575980,777.3,53.6,4.6,-3.5,3.244,14.90,,,,,,
T,2022-02-27 16:27:07,-33.601220930,-70.521732680,776.9,52.5,4.7,-2.5,3.258,14.59,,,,,,
T,2022-02-27 16:27:08,-33.601224070,-70.521892180,776.7,53.3,4.7,-1.2,3.273,14.81,,,,,,
T,2022-02-27 16:27:09,-33.601228920,-70.522053400,776.6,53.9,4.6,-1.2,3.288,14.97,,,,,,
T,2022-02-27 16:27:10,-33.601237930,-70.522214680,776.4,54.0,4.7,-1.3,3.303,15.00,,,,,,
T,2022-02-27 16:27:11,-33.601250650,-70.522378350,776.1,54.9,4.6,-1.4,3.318,15.26,,,,,,
T,2022-02-27 16:27:12,-33.601262220,-70.522539030,776.0,53.9,4.6,-0.7,3.333,14.97,,,,,,
T,2022-02-27 16:27:13,-33.601269920,-70.522677580,776.2,46.4,4.6,1.6,3.346,12.89,,,,,,
T,2022-02-27 16:27:14,-33.601267680,-70.522811150,776.5,44.6,4.7,1.8,3.358,12.40,,,,,,
T,2022-02-27 16:27:15,-33.601265550,-70.522930970,776.7,40.0,4.7,1.9,3.370,11.12,,,,,,
T,2022-02-27 16:27:17,-33.601261330,-70.523058220,776.9,21.3,4.7,2.1,3.381,11.82,,,,,,
T,2022-02-27 16:27:19,-33.601262780,-70.523234750,777.2,29.5,4.7,1.7,3.398,16.39,,,,,,
T,2022-02-27 16:27:21,-33.601271470,-70.523400430,777.1,27.7,4.6,-0.3,3.413,15.41,,,,,,
T,2022-02-27 16:27:23,-33.601280730,-70.523616820,776.6,36.2,4.7,-2.5,3.433,20.11,,,,,,
T,2022-02-27 16:27:24,-33.601284500,-70.523735800,776.4,39.8,4.7,-2.4,3.444,11.05,,,,,,
T,2022-02-27 16:27:25,-33.601285080,-70.523853670,776.2,39.4,4.7,-2.1,3.455,10.94,,,,,,
T,2022-02-27 16:27:26,-33.601287730,-70.523979100,775.9,41.9,4.7,-2.3,3.467,11.65,,,,,,
T,2022-02-27 16:27:27,-33.601294600,-70.524107620,775.6,43.0,4.7,-2.7,3.479,11.95,,,,,,
T,2022-02-27 16:27:28,-33.601294930,-70.524231680,775.5,41.5,4.7,-0.8,3.490,11.51,,,,,,
T,2022-02-27 16:27:29,-33.601294770,-70.524357820,775.5,42.1,4.7,0.3,3.502,11.71,,,,,,
T,2022-02-27 16:27:30,-33.601288650,-70.524489980,775.6,44.2,4.7,1.0,3.514,12.29,,,,,,
T,2022-02-27 16:27:31,-33.601288300,-70.524632780,775.7,47.7,4.7,0.4,3.528,13.25,,,,,,
T,2022-02-27 16:27:32,-33.601288780,-70.524769150,775.7,45.6,4.7,0.3,3.540,12.66,,,,,,
T,2022-02-27 16:27:33,-33.601287970,-70.524899930,775.8,43.7,4.7,0.5,3.552,12.14,,,,,,
T,2022-02-27 16:27:34,-33.601292220,-70.525044800,775.6,48.4,4.7,-1.0,3.566,13.45,,,,,,
T,2022-02-27 16:27:35,-33.601306820,-70.525200230,775.1,52.3,4.7,-4.0,3.580,14.52,,,,,,
T,2022-02-27 16:27:36,-33.601308220,-70.525333570,774.8,44.6,4.7,-2.4,3.593,12.38,,,,,,
T,2022-02-27 16:27:37,-33.601314750,-70.525465130,774.4,44.0,4.7,-3.0,3.605,12.23,,,,,,
T,2022-02-27 16:27:38,-33.601316800,-70.525594150,774.1,43.1,4.7,-2.4,3.617,11.98,,,,,,
T,2022-02-27 16:27:39,-33.601321070,-70.525728500,773.8,44.9,4.7,-2.6,3.629,12.48,,,,,,
T,2022-02-27 16:27:40,-33.601326000,-70.525868400,773.6,46.8,4.6,-1.7,3.642,13.00,,,,,,
T,2022-02-27 16:27:41,-33.601337670,-70.525999980,773.6,44.2,4.6,0.6,3.655,12.28,,,,,,
T,2022-02-27 16:27:42,-33.601360720,-70.526126150,773.6,43.2,4.5,-0.4,3.667,11.99,,,,,,
T,2022-02-27 16:27:43,-33.601391430,-70.526256220,773.5,45.2,4.4,-0.7,3.679,12.54,,,,,,
T,2022-02-27 16:27:44,-33.601439270,-70.526374900,773.2,44.0,4.2,-2.0,3.691,12.23,,,,,,
T,2022-02-27 16:27:45,-33.601496680,-70.526482600,772.9,42.7,4.1,-2.5,3.703,11.85,,,,,,
T,2022-02-27 16:27:46,-33.601562420,-70.526577170,772.6,41.1,3.9,-3.0,3.715,11.41,,,,,,
T,2022-02-27 16:27:47,-33.601644030,-70.526648280,772.1,40.3,3.7,-4.3,3.726,11.20,,,,,,
T,2022-02-27 16:27:48,-33.601736220,-70.526702780,771.9,41.1,3.5,-1.8,3.737,11.41,,,,,,
T,2022-02-27 16:27:49,-33.601842480,-70.526727350,771.8,43.2,3.3,-0.9,3.749,12.00,,,,,,
T,2022-02-27 16:27:50,-33.601944130,-70.526735320,771.7,40.7,3.1,-0.9,3.761,11.30,,,,,,
T,2022-02-27 16:27:51,-33.602048000,-70.526726300,771.6,41.6,2.9,-1.0,3.772,11.55,,,,,,
T,2022-02-27 16:27:52,-33.602146180,-70.526668600,771.4,43.7,2.7,-1.5,3.784,12.14,,,,,,
T,2022-02-27 16:27:53,-33.602247530,-70.526580720,771.4,50.0,2.5,-0.0,3.798,13.89,,,,,,
T,2022-02-27 16:27:54,-33.602331220,-70.526470780,771.6,49.7,2.3,1.4,3.812,13.79,,,,,,
T,2022-02-27 16:27:55,-33.602394150,-70.526348970,772.0,47.8,2.1,2.7,3.825,13.29,,,,,,
T,2022-02-27 16:27:56,-33.602428750,-70.526227620,772.4,42.8,1.8,3.5,3.837,11.90,,,,,,
T,2022-02-27 16:27:57,-33.602438370,-70.526093770,772.8,44.9,1.7,3.5,3.850,12.47,,,,,,
T,2022-02-27 16:27:58,-33.602428020,-70.525962180,773.2,44.2,1.6,2.9,3.862,12.27,,,,,,
T,2022-02-27 16:27:59,-33.602405180,-70.525829320,773.4,45.3,1.5,1.9,3.875,12.59,,,,,,
T,2022-02-27 16:28:00,-33.602374650,-70.525694950,772.8,46.5,1.4,-4.6,3.887,12.92,,,,,,
T,2022-02-27 16:28:01,-33.602345130,-70.525556580,772.3,47.7,1.4,-4.3,3.901,13.25,,,,,,
T,2022-02-27 16:28:02,-33.602313800,-70.525423670,771.7,46.1,1.5,-4.1,3.914,12.82,,,,,,
T,2022-02-27 16:28:03,-33.602295830,-70.525292180,771.3,44.5,1.5,-3.5,3.926,12.37,,,,,,
T,2022-02-27 16:28:04,-33.602278100,-70.525159780,770.9,44.8,1.5,-3.3,3.938,12.44,,,,,,
T,2022-02-27 16:28:05,-33.602271000,-70.525025120,770.5,45.1,1.5,-3.0,3.951,12.52,,,,,,
T,2022-02-27 16:28:06,-33.602255880,-70.524888830,770.4,45.9,1.4,-0.9,3.964,12.76,,,,,,
T,2022-02-27 16:28:07,-33.602239580,-70.524760030,770.4,43.5,1.5,-0.3,3.976,12.09,,,,,,
T,2022-02-27 16:28:08,-33.602236120,-70.524633480,770.3,42.3,1.6,-0.1,3.987,11.75,,,,,,
T,2022-02-27 16:28:09,-33.602238820,-70.524510930,770.3,41.0,1.7,-0.1,3.999,11.38,,,,,,
T,2022-02-27 16:28:10,-33.602263180,-70.524391420,770.3,41.1,1.9,-0.1,4.010,11.42,,,,,,
T,2022-02-27 16:28:11,-33.602301070,-70.524275580,770.3,41.6,2.0,-0.4,4.022,11.54,,,,,,
T,2022-02-27 16:28:12,-33.602364150,-70.524173700,770.2,42.3,2.2,-0.9,4.034,11.76,,,,,,
T,2022-02-27 16:28:13,-33.602436900,-70.524081480,770.2,42.3,2.3,0.2,4.045,11.76,,,,,,
T,2022-02-27 16:28:14,-33.602530700,-70.523989750,770.6,48.4,2.4,2.9,4.059,13.44,,,,,,
T,2022-02-27 16:28:15,-33.602625800,-70.523905620,771.7,47.2,2.5,8.8,4.072,13.12,,,,,,
T,2022-02-27 16:28:16,-33.602728780,-70.523822920,772.9,49.5,2.6,8.2,4.086,13.76,,,,,,
T,2022-02-27 16:28:17,-33.602831780,-70.523752830,773.9,47.3,2.6,7.8,4.099,13.15,,,,,,
T,2022-02-27 16:28:18,-33.602932570,-70.523697650,774.8,44.3,2.7,7.5,4.111,12.30,,,,,,
T,2022-02-27 16:28:19,-33.603029070,-70.523646470,775.6,42.2,2.6,7.0,4.123,11.71,,,,,,
T,2022-02-27 16:28:20,-33.603122070,-70.523588250,776.3,41.9,2.6,5.9,4.134,11.64,,,,,,
T,2022-02-27 16:28:21,-33.603214850,-70.523523700,776.9,42.9,2.6,4.9,4.146,11.91,,,,,,
T,2022-02-27 16:28:22,-33.603304100,-70.523444330,777.3,44.4,2.6,3.2,4.159,12.34,,,,,,
T,2022-02-27 16:28:23,-33.603394700,-70.523369680,776.9,43.9,2.5,-3.4,4.171,12.21,,,,,,
T,2022-02-27 16:28:24,-33.603477670,-70.523292220,776.1,42.0,2.4,-6.4,4.183,11.68,,,,,,
T,2022-02-27 16:28:25,-33.603549630,-70.523196950,775.4,42.9,2.3,-6.3,4.195,11.91,,,,,,
T,2022-02-27 16:28:26,-33.603613920,-70.523096500,774.6,42.3,2.2,-6.6,4.206,11.74,,,,,,
T,2022-02-27 16:28:27,-33.603668070,-70.522990670,773.8,41.4,2.1,-6.8,4.218,11.51,,,,,,
T,2022-02-27 16:28:28,-33.603715920,-70.522880330,773.0,41.5,2.0,-6.9,4.229,11.53,,,,,,
T,2022-02-27 16:28:29,-33.603754020,-70.522766850,772.3,40.9,1.9,-6.9,4.241,11.35,,,,,,
T,2022-02-27 16:28:30,-33.603783720,-70.522643120,771.5,43.0,1.8,-6.7,4.253,11.95,,,,,,
T,2022-02-27 16:28:31,-33.603791770,-70.522509470,770.7,44.8,1.7,-5.7,4.265,12.44,,,,,,
T,2022-02-27 16:28:32,-33.603779430,-70.522368850,770.8,47.2,1.6,0.4,4.278,13.12,,,,,,
T,2022-02-27 16:28:33,-33.603762380,-70.522228380,770.9,47.4,1.4,0.9,4.291,13.17,,,,,,
T,2022-02-27 16:28:34,-33.603736220,-70.522091580,771.1,46.9,1.3,1.2,4.304,13.02,,,,,,
T,2022-02-27 16:28:35,-33.603705700,-70.521958800,771.2,46.0,1.2,1.3,4.317,12.78,,,,,,
T,2022-02-27 16:28:36,-33.603658770,-70.521839950,771.5,43.9,1.1,1.9,4.329,12.20,,,,,,
T,2022-02-27 16:28:37,-33.603593420,-70.521730570,771.8,44.9,1.0,2.4,4.342,12.47,,,,,,
T,2022-02-27 16:28:38,-33.603516820,-70.521630880,772.4,45.2,0.8,4.7,4.354,12.56,,,,,,
T,2022-02-27 16:28:39,-33.603435250,-70.521548650,773.4,42.6,0.7,8.8,4.366,11.84,,,,,,
T,2022-02-27 16:28:40,-33.603350680,-70.521468600,774.6,43.1,0.7,9.5,4.378,11.97,,,,,,
T,2022-02-27 16:28:41,-33.603265570,-70.521387980,775.2,43.4,0.7,5.6,4.390,12.05,,,,,,
T,2022-02-27 16:28:42,-33.603182820,-70.521310370,775.7,42.0,0.7,3.9,4.402,11.67,,,,,,
T,2022-02-27 16:28:43,-33.603097000,-70.521222500,776.1,45.1,0.7,3.5,4.414,12.53,,,,,,
T,2022-02-27 16:28:44,-33.603012500,-70.521144150,776.4,42.7,0.7,2.5,4.426,11.86,,,,,,
T,2022-02-27 16:28:45,-33.602926220,-70.521062650,776.7,43.9,0.7,1.9,4.438,12.20,,,,,,
T,2022-02-27 16:28:46,-33.602841600,-70.520982700,776.8,43.1,0.7,1.3,4.450,11.96,,,,,,
T,2022-02-27 16:28:47,-33.602749500,-70.520894680,776.9,47.1,0.7,0.6,4.464,13.08,,,,,,
T,2022-02-27 16:28:48,-33.602660530,-70.520806480,776.9,46.2,0.7,0.1,4.476,12.82,,,,,,
T,2022-02-27 16:28:49,-33.602572020,-70.520718370,776.9,46.0,0.7,-0.0,4.489,12.78,,,,,,
T,2022-02-27 16:28:50,-33.602482570,-70.520623000,777.0,47.9,0.7,1.1,4.502,13.30,,,,,,
T,2022-02-27 16:28:51,-33.602396830,-70.520534480,777.6,45.2,0.7,4.4,4.515,12.57,,,,,,
T,2022-02-27 16:28:52,-33.602309030,-70.520448050,778.1,45.4,0.8,4.0,4.528,12.62,,,,,,
T,2022-02-27 16:28:53,-33.602230100,-70.520357530,778.6,43.7,0.8,3.8,4.540,12.13,,,,,,
T,2022-02-27 16:28:54,-33.602151280,-70.520259170,779.0,45.5,0.8,3.6,4.552,12.64,,,,,,
T,2022-02-27 16:28:55,-33.602079580,-70.520160330,779.4,43.7,0.9,3.4,4.565,12.14,,,,,,
T,2022-02-27 16:28:56,-33.602010670,-70.520046820,779.8,46.9,1.0,3.2,4.578,13.02,,,,,,
T,2022-02-27 16:28:57,-33.601957520,-70.519940780,780.1,41.3,1.0,2.0,4.589,11.47,,,,,,
T,2022-02-27 16:28:58,-33.601909870,-70.519829850,780.2,41.7,1.1,0.9,4.601,11.57,,,,,,
T,2022-02-27 16:28:59,-33.601867050,-70.519726500,780.2,38.5,1.1,0.5,4.611,10.70,,,,,,
T,2022-02-27 16:29:00,-33.601821450,-70.519616800,780.3,40.9,1.1,0.2,4.623,11.37,,,,,,
T,2022-02-27 16:29:01,-33.601778170,-70.519517880,780.2,37.3,1.0,-0.2,4.633,10.36,,,,,,
T,2022-02-27 16:29:02,-33.601725120,-70.519430520,780.1,36.1,0.8,-0.9,4.643,10.02,,,,,,
T,2022-02-27 16:29:04,-33.601585480,-70.519318200,780.3,33.6,0.4,0.8,4.662,18.67,,,,,,
T,2022-02-27 16:29:06,-33.601417120,-70.519288000,780.9,34.0,6.2,3.2,4.681,18.88,,,,,,
T,2022-02-27 16:29:08,-33.601259770,-70.519351320,781.5,33.1,5.7,3.1,4.699,18.42,,,,,,
T,2022-02-27 16:29:10,-33.601156770,-70.519502080,781.8,32.5,5.3,2.1,4.717,18.06,,,,,,
T,2022-02-27 16:29:12,-33.601129670,-70.519723580,781.9,37.4,4.8,0.5,4.738,20.78,,,,,,
T,2022-02-27 16:29:13,-33.601137520,-70.519843800,781.9,40.3,4.8,-0.3,4.749,11.19,,,,,,
T,2022-02-27 16:29:14,-33.601144400,-70.519962350,781.9,39.7,4.8,-0.2,4.760,11.03,,,,,,
T,2022-02-27 16:29:15,-33.601147650,-70.520077070,781.7,38.4,4.5,-1.8,4.771,10.65,,,,,,
T,2022-02-27 16:29:16,-33.601165730,-70.520192100,781.3,39.1,4.7,-3.1,4.782,10.86,,,,,,
T,2022-02-27 16:29:17,-33.601172870,-70.520315480,781.0,41.3,4.7,-2.8,4.793,11.48,,,,,,
T,2022-02-27 16:29:18,-33.601185750,-70.520442200,780.7,42.7,4.7,-3.0,4.805,11.85,,,,,,
T,2022-02-27 16:29:19,-33.601182630,-70.520573730,780.4,44.0,4.7,-2.5,4.817,12.21,,,,,,
T,2022-02-27 16:29:20,-33.601184550,-70.520708150,780.0,44.9,4.7,-2.6,4.830,12.48,,,,,,
T,2022-02-27 16:29:21,-33.601182900,-70.520840050,779.7,44.1,4.7,-2.6,4.842,12.24,,,,,,
T,2022-02-27 16:29:22,-33.601187650,-70.520977320,779.3,45.9,4.6,-3.6,4.855,12.75,,,,,,
T,2022-02-27 16:29:23,-33.601202520,-70.521112580,778.8,45.6,4.7,-3.8,4.867,12.66,,,,,,
T,2022-02-27 16:29:24,-33.601200350,-70.521265850,778.3,51.2,4.7,-3.4,4.881,14.23,,,,,,
T,2022-02-27 16:29:26,-33.601204270,-70.521572850,777.3,51.3,4.7,-3.5,4.910,28.50,,,,,,
T,2022-02-27 16:29:27,-33.601210770,-70.521723730,776.9,50.5,4.7,-2.6,4.924,14.02,,,,,,
T,2022-02-27 16:29:29,-33.601214950,-70.522003700,776.6,46.8,4.7,-1.2,4.950,25.99,,,,,,
T,2022-02-27 16:29:30,-33.601218700,-70.522144900,776.5,47.2,4.7,-1.2,4.963,13.11,,,,,,
T,2022-02-27 16:29:31,-33.601226600,-70.522284700,776.3,46.8,4.7,-1.3,4.976,13.00,,,,,,
T,2022-02-27 16:29:33,-33.601241150,-70.522561950,776.1,46.4,4.7,-0.6,5.002,25.78,,,,,,
T,2022-02-27 16:29:35,-33.601262770,-70.522832380,776.5,45.4,4.7,1.5,5.027,25.21,,,,,,
T,2022-02-27 16:29:36,-33.601263330,-70.522974280,776.8,47.4,4.7,1.8,5.040,13.17,,,,,,
T,2022-02-27 16:29:37,-33.601272380,-70.523119950,776.9,48.8,4.7,1.2,5.054,13.56,,,,,,
T,2022-02-27 16:29:38,-33.601280980,-70.523263780,777.1,48.2,4.7,1.0,5.067,13.38,,,,,,
T,2022-02-27 16:29:39,-33.601280600,-70.523399630,777.0,45.4,4.7,-0.1,5.080,12.61,,,,,,
T,2022-02-27 16:29:40,-33.601278830,-70.523538300,776.8,46.3,4.7,-1.8,5.093,12.87,,,,,,
T,2022-02-27 16:29:41,-33.601289670,-70.523672980,776.4,45.2,4.7,-2.9,5.105,12.56,,,,,,
T,2022-02-27 16:29:42,-33.601294920,-70.523802750,776.1,43.4,4.7,-2.5,5.117,12.06,,,,,,
T,2022-02-27 16:29:43,-33.601296500,-70.523936420,775.9,44.7,4.7,-2.2,5.130,12.41,,,,,,
T,2022-02-27 16:29:44,-33.601301730,-70.524065800,775.6,43.3,4.7,-2.5,5.142,12.02,,,,,,
T,2022-02-27 16:29:45,-33.601305530,-70.524192070,775.3,42.2,4.7,-2.0,5.153,11.73,,,,,,
T,2022-02-27 16:29:46,-33.601310750,-70.524321130,775.3,43.2,4.7,-0.4,5.165,11.99,,,,,,
T,2022-02-27 16:29:47,-33.601316030,-70.524452200,775.2,43.8,4.7,-0.4,5.178,12.18,,,,,,
T,2022-02-27 16:29:48,-33.601321430,-70.524579080,775.2,42.4,4.7,-0.6,5.189,11.79,,,,,,
T,2022-02-27 16:29:49,-33.601320520,-70.524705770,775.2,42.3,4.7,0.2,5.201,11.76,,,,,,
T,2022-02-27 16:29:50,-33.601319650,-70.524839700,775.2,44.8,4.7,0.2,5.214,12.43,,,,,,
T,2022-02-27 16:29:51,-33.601315550,-70.524966700,775.3,42.5,4.7,0.7,5.225,11.80,,,,,,
T,2022-02-27 16:29:52,-33.601317580,-70.525095600,775.1,43.1,4.7,-1.9,5.237,11.97,,,,,,
T,2022-02-27 16:29:53,-33.601323170,-70.525226670,774.7,43.9,4.7,-2.9,5.250,12.18,,,,,,
T,2022-02-27 16:29:54,-33.601321830,-70.525354370,774.5,42.7,4.7,-1.9,5.261,11.85,,,,,,
T,2022-02-27 16:29:55,-33.601317770,-70.525479400,774.3,41.8,4.7,-1.6,5.273,11.61,,,,,,
T,2022-02-27 16:29:56,-33.601318080,-70.525602870,774.1,41.3,4.7,-2.2,5.284,11.46,,,,,,
T,2022-02-27 16:29:57,-33.601319720,-70.525730420,773.8,42.6,4.7,-2.4,5.296,11.84,,,,,,
T,2022-02-27 16:29:58,-33.601321900,-70.525845720,773.6,38.5,4.7,-2.0,5.307,10.70,,,,,,
T,2022-02-27 16:29:59,-33.601327170,-70.525962450,773.7,39.1,4.6,1.1,5.318,10.85,,,,,,
T,2022-02-27 16:30:00,-33.601341220,-70.526077080,773.7,38.7,4.6,0.2,5.329,10.75,,,,,,
T,2022-02-27 16:30:01,-33.601362830,-70.526192380,773.7,39.5,4.4,-0.4,5.340,10.97,,,,,,
T,2022-02-27 16:30:02,-33.601396970,-70.526310170,773.5,41.7,4.3,-1.2,5.351,11.57,,,,,,
T,2022-02-27 16:30:03,-33.601436570,-70.526410270,773.4,37.0,4.2,-1.8,5.361,10.28,,,,,,
T,2022-02-27 16:30:04,-33.601491650,-70.526504200,773.0,38.3,4.1,-2.8,5.372,10.65,,,,,,
T,2022-02-27 16:30:05,-33.601559620,-70.526582630,772.6,37.7,3.9,-3.8,5.383,10.48,,,,,,
T,2022-02-27 16:30:06,-33.601642020,-70.526643480,772.1,38.7,3.8,-4.8,5.393,10.74,,,,,,
T,2022-02-27 16:30:07,-33.601728620,-70.526699630,771.9,39.3,3.6,-1.8,5.404,10.93,,,,,,
T,2022-02-27 16:30:08,-33.601827720,-70.526729700,771.8,40.8,3.3,-0.8,5.416,11.34,,,,,,
T,2022-02-27 16:30:09,-33.601932020,-70.526735370,771.7,41.7,3.1,-0.9,5.427,11.58,,,,,,
T,2022-02-27 16:30:10,-33.602042100,-70.526709470,771.6,44.8,2.9,-1.1,5.440,12.44,,,,,,
T,2022-02-27 16:30:11,-33.602146030,-70.526651050,771.4,45.9,2.6,-1.3,5.452,12.74,,,,,,
T,2022-02-27 16:30:12,-33.602236070,-70.526567850,771.4,45.4,2.5,0.1,5.465,12.62,,,,,,
T,2022-02-27 16:30:13,-33.602311230,-70.526474820,771.6,43.2,2.4,1.3,5.477,12.00,,,,,,
T,2022-02-27 16:30:14,-33.602370720,-70.526363320,771.9,44.2,2.2,2.5,5.489,12.27,,,,,,
T,2022-02-27 16:30:15,-33.602411450,-70.526254830,772.3,39.7,2.1,3.3,5.500,11.04,,,,,,
T,2022-02-27 16:30:16,-33.602438920,-70.526146450,772.7,37.8,1.8,3.8,5.511,10.51,,,,,,
T,2022-02-27 16:30:17,-33.602444720,-70.526034320,773.0,37.5,1.5,3.5,5.521,10.43,,,,,,
T,2022-02-27 16:30:18,-33.602417380,-70.525910380,773.3,42.8,1.4,2.0,5.533,11.90,,,,,,
T,2022-02-27 16:30:19,-33.602390720,-70.525787700,773.2,42.4,1.4,-0.7,5.545,11.76,,,,,,
T,2022-02-27 16:30:20,-33.602366530,-70.525672330,772.7,39.7,1.4,-4.4,5.556,11.04,,,,,,
T,2022-02-27 16:30:21,-33.602343530,-70.525556320,772.3,39.8,1.4,-4.2,5.567,11.07,,,,,,
T,2022-02-27 16:30:22,-33.602321050,-70.525444670,771.8,38.4,1.5,-4.0,5.578,10.66,,,,,,
T,2022-02-27 16:30:23,-33.602301870,-70.525331600,771.4,38.5,1.5,-3.7,5.588,10.71,,,,,,
T,2022-02-27 16:30:24,-33.602290230,-70.525216120,771.1,38.9,1.5,-3.3,5.599,10.80,,,,,,
T,2022-02-27 16:30:26,-33.602271820,-70.525012280,770.5,34.3,1.5,-3.1,5.618,19.03,,,,,,
T,2022-02-27 16:30:28,-33.602254350,-70.524801620,770.4,35.4,1.5,-0.5,5.638,19.65,,,,,,
T,2022-02-27 16:30:30,-33.602260920,-70.524585730,770.4,36.1,1.7,-0.1,5.658,20.05,,,,,,
T,2022-02-27 16:30:31,-33.602284480,-70.524475750,770.3,37.9,1.9,-0.1,5.668,10.54,,,,,,
T,2022-02-27 16:30:33,-33.602361450,-70.524289400,770.2,34.7,2.0,-0.5,5.688,19.29,,,,,,
T,2022-02-27 16:30:35,-33.602458750,-70.524100450,770.1,37.1,2.3,-0.5,5.708,20.59,,,,,,
T,2022-02-27 16:30:36,-33.602521330,-70.524011180,770.4,38.9,2.3,2.9,5.719,10.81,,,,,,
T,2022-02-27 16:30:37,-33.602589620,-70.523928630,771.3,38.8,2.4,8.1,5.730,10.77,,,,,,
T,2022-02-27 16:30:38,-33.602656080,-70.523849470,772.1,37.5,2.5,7.4,5.740,10.41,,,,,,
T,2022-02-27 16:30:39,-33.602733900,-70.523785050,772.9,37.8,2.5,7.8,5.751,10.50,,,,,,
T,2022-02-27 16:30:41,-33.602894620,-70.523678630,774.4,36.7,2.6,7.4,5.771,20.38,,,,,,
T,2022-02-27 16:30:43,-33.603056170,-70.523576620,775.7,36.5,2.6,6.3,5.791,20.27,,,,,,
T,2022-02-27 16:30:44,-33.603143700,-70.523527130,776.3,38.7,2.6,5.7,5.802,10.74,,,,,,
T,2022-02-27 16:30:45,-33.603232600,-70.523472120,776.8,40.0,2.6,4.9,5.813,11.10,,,,,,
T,2022-02-27 16:30:46,-33.603315620,-70.523410820,777.2,39.0,2.6,3.6,5.824,10.82,,,,,,
T,2022-02-27 16:30:47,-33.603393830,-70.523338230,776.7,39.5,2.5,-4.6,5.835,10.98,,,,,,
T,2022-02-27 16:30:48,-33.603469250,-70.523262230,776.1,39.4,2.4,-6.1,5.846,10.94,,,,,,
T,2022-02-27 16:30:49,-33.603540870,-70.523177880,775.4,40.2,2.3,-6.4,5.857,11.15,,,,,,
T,2022-02-27 16:30:50,-33.603598380,-70.523084350,774.6,38.8,2.2,-6.6,5.868,10.77,,,,,,
T,2022-02-27 16:30:51,-33.603647480,-70.522988800,773.9,37.5,2.1,-6.7,5.878,10.41,,,,,,
T,2022-02-27 16:30:52,-33.603695220,-70.522888050,773.2,38.7,2.0,-6.9,5.889,10.75,,,,,,
T,2022-02-27 16:30:53,-33.603722930,-70.522779770,772.5,37.8,1.9,-6.5,5.900,10.51,,,,,,
T,2022-02-27 16:30:54,-33.603743780,-70.522665930,771.8,38.9,1.8,-6.3,5.910,10.82,,,,,,
T,2022-02-27 16:30:55,-33.603753470,-70.522543950,771.2,40.9,1.7,-5.7,5.922,11.37,,,,,,
T,2022-02-27 16:30:56,-33.603767220,-70.522421370,770.9,41.3,1.6,-2.7,5.933,11.48,,,,,,
T,2022-02-27 16:30:57,-33.603766670,-70.522308170,770.9,37.8,1.5,0.1,5.944,10.51,,,,,,
T,2022-02-27 16:30:58,-33.603749470,-70.522187130,771.0,41.0,1.4,1.0,5.955,11.39,,,,,,
T,2022-02-27 16:30:59,-33.603728830,-70.522064930,771.1,41.7,1.3,1.1,5.967,11.57,,,,,,
T,2022-02-27 16:31:00,-33.603688720,-70.521945430,771.3,43.0,1.2,1.8,5.979,11.95,,,,,,
T,2022-02-27 16:31:01,-33.603634430,-70.521839880,771.6,41.4,1.1,2.3,5.990,11.50,,,,,,
T,2022-02-27 16:31:02,-33.603577770,-70.521742920,771.9,39.5,0.9,2.3,6.001,10.98,,,,,,
T,2022-02-27 16:31:03,-33.603508870,-70.521647370,772.3,42.1,0.8,3.7,6.013,11.71,,,,,,
T,2022-02-27 16:31:04,-33.603427550,-70.521571280,773.3,41.2,0.7,8.6,6.024,11.46,,,,,,
T,2022-02-27 16:31:05,-33.603345480,-70.521506670,774.3,39.2,0.7,9.1,6.035,10.90,,,,,,
T,2022-02-27 16:31:06,-33.603268980,-70.521440750,774.8,37.7,0.8,5.2,6.046,10.46,,,,,,
T,2022-02-27 16:31:07,-33.603195950,-70.521372270,775.2,37.1,0.8,4.1,6.056,10.30,,,,,,
T,2022-02-27 16:31:08,-33.603122530,-70.521302750,775.6,37.4,0.7,3.6,6.066,10.39,,,,,,
