latitude;longitude;altitude (m);distance (km)
-33.6019;-70.5267;771.7;51.033
-33.6021;-70.5267;771.5;51.047
-33.6022;-70.5265;771.5;51.067
-33.6023;-70.5264;771.7;51.083
-33.6024;-70.5263;772.1;51.1
-33.6024;-70.5261;772.6;51.115
-33.6024;-70.526;773.2;51.13
-33.6024;-70.5258;773.5;51.143
-33.6024;-70.5256;772.9;51.159
-33.6024;-70.5255;772.2;51.174
-33.6023;-70.5253;771.6;51.189
-33.6023;-70.5252;771.0;51.204
-33.6023;-70.525;770.5;51.218
-33.6023;-70.5249;770.4;51.233
-33.6022;-70.5247;770.3;51.247
-33.6022;-70.5246;770.3;51.263
-33.6023;-70.5244;770.3;51.279
-33.6023;-70.5242;770.2;51.294
-33.6024;-70.5241;770.2;51.309
-33.6025;-70.524;770.3;51.325
-33.6026;-70.5239;771.5;51.342
-33.6027;-70.5238;773.0;51.359
-33.6029;-70.5237;774.2;51.375
-33.603;-70.5236;775.3;51.391
-33.6031;-70.5235;776.2;51.407
-33.6032;-70.5235;776.9;51.422
-33.6034;-70.5234;777.1;51.437
-33.6035;-70.5232;775.9;51.456
-33.6036;-70.5231;774.8;51.473
-33.6037;-70.5229;773.6;51.49
-33.6037;-70.5227;772.4;51.508
-33.6037;-70.5226;771.4;51.525
-33.6037;-70.5224;771.0;51.54
-33.6037;-70.5222;771.2;51.556
-33.6037;-70.5221;771.3;51.572
-33.6036;-70.5219;771.6;51.588
-33.6035;-70.5218;772.0;51.605
-33.6035;-70.5216;772.7;51.621
-33.6034;-70.5215;774.1;51.637
-33.6032;-70.5214;775.1;51.653
-33.6031;-70.5213;775.7;51.671
-33.603;-70.5212;776.2;51.687
-33.6029;-70.5211;776.6;51.7
-33.6028;-70.5209;776.9;51.718
-33.6027;-70.5208;777.0;51.734
-33.6026;-70.5207;777.0;51.751
-33.6025;-70.5206;777.2;51.768
-33.6023;-70.5205;777.9;51.785
-33.6022;-70.5204;778.5;51.8
-33.6022;-70.5203;779.0;51.814
-33.6021;-70.5201;779.5;51.829
-33.602;-70.52;780.0;51.845
-33.6019;-70.5199;780.2;51.859
-33.6019;-70.5197;780.2;51.873
-33.6018;-70.5196;780.3;51.887
-33.6018;-70.5195;780.2;51.9
-33.6017;-70.5194;780.0;51.914
-33.6015;-70.5193;780.4;51.927
-33.6015;-70.5193;780.8;51.938
-33.6014;-70.5193;781.1;51.949
-33.6012;-70.5193;781.5;51.961
-33.6012;-70.5194;781.9;51.974
-33.6011;-70.5195;782.1;51.987
-33.601;-70.5196;782.2;51.998
-33.601;-70.5198;782.2;52.011
-33.6011;-70.5199;782.2;52.024
-33.6011;-70.5201;781.9;52.04
-33.6011;-70.5202;781.3;52.056
-33.6012;-70.5204;780.8;52.072
-33.6012;-70.5206;780.3;52.088
-33.6012;-70.5207;779.9;52.103
-33.6012;-70.5209;779.4;52.118
-33.6013;-70.521;778.8;52.132
-33.6013;-70.5212;778.4;52.145
-33.6013;-70.5213;778.0;52.156
-33.6013;-70.5214;777.7;52.167
-33.6014;-70.5215;777.4;52.177
-33.6014;-70.5216;777.1;52.188
-33.6014;-70.5218;776.9;52.199
-33.6014;-70.5219;776.7;52.21
-33.6013;-70.522;776.5;52.22
-33.6014;-70.5221;776.3;52.236
-33.6014;-70.5223;776.1;52.248
-33.6014;-70.5224;776.0;52.255
-33.6014;-70.5224;775.8;52.262
