Time (s),1. Current A(RMS) (1),,Time (s),1. Target Id A (0.0625),,Time (s),1. Id A (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Target torque % of peak (0.1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),0x0081_Low_batt  ,,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),1. Ud V (0.0625),,Time (s),1. Target Iq A (0.0625),,Time (s),0x0081_Supply_critical  ,,Time (s),1. Iq A (0.0625),,
454.9029,91,,454.9431,0.0,,454.9431,-1.5625,,454.9227,12.75,,454.9033,-53.800000000000004,,454.9029,-38,,454.923,-76.8125,,454.9227,107.375,,454.9227,47,,454.9029,-75.25,,454.923,-4.4375,,,,,454.9431,3.23046875,,454.9431,0.0625,,454.923,-92.4375,,,,,454.923,-90.875,,
454.9229,92,,454.9632,0.0,,454.9632,4.25,,454.9427,12.8125,,454.9232,-55.300000000000004,,454.9229,-38,,454.943,-78.1875,,454.9427,107.25,,454.9427,47,,454.9229,-77.3125,,454.943,-4.375,,,,,454.9632,3.21484375,,454.9632,-1.125,,454.943,-94.0625,,,,,454.943,-93.125,,
454.9429,93,,454.983,0.0,,454.983,-0.75,,454.9627,12.875,,454.9432,-56.1,,454.9429,-38,,454.963,-78.125,,454.9627,107.3125,,454.9627,47,,454.9429,-78.4375,,454.963,-4.375,,,,,454.983,3.203125,,454.983,0.0,,454.963,-94.0,,,,,454.963,-93.8125,,
454.9629,94,,455.0031,0.0,,455.0031,0.75,,454.9827,12.9375,,454.9632,-55.800000000000004,,454.9629,-38,,454.9829,-78.0,,454.9827,107.3125,,454.9827,47,,454.9629,-78.0,,454.9829,-4.25,,,,,455.0031,3.22265625,,455.0031,-0.3125,,454.9829,-93.875,,,,,454.9829,-94.5,,
454.9828,94,,455.0231,0.0,,455.0231,-0.0625,,455.0027,13.0,,454.9831,-55.800000000000004,,454.9828,-38,,455.003,-77.5,,455.0027,107.3125,,455.0027,47,,454.9828,-78.0,,455.003,-4.25,,,,,455.0231,3.21484375,,455.0231,-0.1875,,455.003,-93.25,,,,,455.003,-94.0625,,
455.0029,94,,455.0431,0.0,,455.0431,0.25,,455.0227,13.0,,455.0032,-55.300000000000004,,455.0029,-38,,455.023,-76.9375,,455.0227,107.3125,,455.0227,47,,455.0029,-77.3125,,455.023,-4.4375,,,,,455.0431,3.21484375,,455.0431,-0.3125,,455.023,-92.5,,,,,455.023,-92.375,,
455.0229,93,,455.063,0.0,,455.063,-1.1875,,455.0427,13.0,,455.0232,-54.900000000000006,,455.0229,-38,,455.043,-77.5,,455.0427,107.3125,,455.0427,47,,455.0229,-76.75,,455.043,-4.375,,,,,455.063,3.16796875,,455.063,0.0625,,455.043,-93.25,,,,,455.043,-92.9375,,
455.0429,92,,455.0831,0.0,,455.0831,1.0625,,455.0626,13.0,,455.0432,-55.6,,455.0429,-38,,455.0629,-77.4375,,455.0626,107.3125,,455.0626,47,,455.0429,-77.75,,455.0629,-3.9375,,,,,455.0831,3.23828125,,455.0831,-0.4375,,455.0629,-93.1875,,,,,455.0629,-95.375,,
455.0627,92,,455.1031,0.0,,455.1031,1.5,,455.0827,13.0625,,455.0631,-55.300000000000004,,455.0627,-38,,455.083,-77.3125,,455.0827,107.3125,,455.0827,47,,455.0627,-77.3125,,455.083,-4.125,,,,,455.1031,3.2734375,,455.1031,-0.4375,,455.083,-93.0,,,,,455.083,-94.375,,
455.0829,93,,455.1231,0.0,,455.1231,1.3125,,455.1026,13.0625,,455.0832,-55.300000000000004,,455.0829,-38,,455.103,-75.8125,,455.1026,107.375,,455.1026,47,,455.0829,-77.3125,,455.103,-4.5625,,,,,455.1231,3.265625,,455.1231,-0.5,,455.103,-91.1875,,,,,455.103,-90.875,,
455.1029,92,,455.1431,0.0,,455.1431,-1.4375,,455.1226,13.0,,455.1032,-53.800000000000004,,455.1029,-38,,455.123,-77.6875,,455.1226,107.375,,455.1226,47,,455.1029,-75.25,,455.123,-4.1875,,,,,455.1431,3.265625,,455.1431,0.0625,,455.123,-93.4375,,,,,455.123,-92.75,,
455.1228,92,,455.1631,0.0,,455.1631,-0.6875,,455.1426,13.0625,,455.1232,-56.1,,455.1228,-38,,455.143,-79.625,,455.1426,107.3125,,455.1426,47,,455.1228,-78.4375,,455.143,-4.375,,,,,455.1631,3.2734375,,455.1631,-0.0625,,455.143,-95.8125,,,,,455.143,-95.0,,
455.1429,94,,455.1832,0.0,,455.1832,-0.9375,,455.1626,13.125,,455.1432,-57.2,,455.1429,-38,,455.163,-79.6875,,455.1626,107.25,,455.1626,47,,455.1429,-80.0,,455.163,-4.5,,,,,455.1832,3.28515625,,455.1832,0.0,,455.163,-95.875,,,,,455.163,-95.25,,
455.1628,97,,455.2032,0.0,,455.2032,-0.0625,,455.1828,13.1875,,455.1632,-56.900000000000006,,455.1628,-38,,455.1831,-79.5625,,455.1828,107.3125,,455.1828,47,,455.1628,-79.5625,,455.1831,-4.4375,,,,,455.2032,3.3203125,,455.2032,-0.1875,,455.1831,-95.75,,,,,455.1831,-95.6875,,
455.1829,95,,455.2232,0.0,,455.2232,0.3125,,455.2028,13.3125,,455.1833,-56.900000000000006,,455.1829,-38,,455.2031,-79.9375,,455.2028,107.3125,,455.2028,47,,455.1829,-79.5625,,455.2031,-4.1875,,,,,455.2232,3.3359375,,455.2232,-0.125,,455.2031,-96.125,,,,,455.2031,-97.5625,,
455.203,96,,455.2432,0.0,,455.2432,-1.3125,,455.2228,13.375,,455.2033,-57.2,,455.203,-38,,455.2231,-80.4375,,455.2228,107.375,,455.2228,47,,455.203,-80.0,,455.2231,-4.3125,,,,,455.2432,3.34375,,455.2432,0.0,,455.2231,-96.75,,,,,455.2231,-96.4375,,
455.2229,96,,455.2632,0.0,,455.2632,-0.625,,455.2428,13.4375,,455.2233,-57.6,,455.2229,-38,,455.2431,-81.6875,,455.2428,107.25,,455.2428,47,,455.2229,-80.5625,,455.2431,-4.5,,,,,455.2632,3.37109375,,455.2632,-0.125,,455.2431,-98.3125,,,,,455.2431,-97.1875,,
455.2429,98,,455.2832,0.0,,455.2832,0.25,,455.2628,13.5625,,455.2432,-58.7,,455.2429,-38,,455.2631,-82.625,,455.2628,107.25,,455.2628,47,,455.2429,-82.0625,,455.2631,-4.4375,,,,,455.2832,3.43359375,,455.2832,-0.1875,,455.2631,-99.375,,,,,455.2631,-100.25,,
455.2629,100,,455.3035,0.0,,455.3035,0.9375,,455.2828,13.6875,,455.2633,-59.2,,455.2629,-38,,455.2831,-83.125,,455.2828,107.3125,,455.2828,47,,455.2629,-82.75,,455.2831,-4.375,,,,,455.3035,3.4765625,,455.3035,-0.4375,,455.2831,-99.9375,,,,,455.2831,-100.4375,,
455.2829,99,,455.3232,0.0,,455.3232,-1.4375,,455.3031,13.875,,455.2833,-59.5,,455.2829,-38,,455.3034,-84.0625,,455.3031,107.375,,455.3031,47,,455.2829,-83.1875,,455.3034,-4.4375,,,,,455.3232,3.44140625,,455.3232,0.0,,455.3034,-101.125,,,,,455.3034,-101.0,,
455.3033,100,,455.3432,0.0,,455.3432,-7.5,,455.3228,14.0,,455.3036,-60.300000000000004,,455.3033,-38,,455.3231,-86.5625,,455.3228,107.25,,455.3228,47,,455.3033,-84.3125,,455.3231,-4.5625,,,,,455.3432,3.4140625,,455.3432,1.25,,455.3231,-104.125,,,,,455.3231,-102.3125,,
455.323,102,,455.3632,0.0,,455.3632,0.625,,455.3428,14.25,,455.3233,-62.400000000000006,,455.323,-38,,455.3431,-88.75,,455.3428,107.1875,,455.3428,47,,455.323,-87.25,,455.3431,-4.5625,,,,,455.3632,3.43359375,,455.3632,-0.4375,,455.3431,-106.75,,,,,455.3431,-106.0625,,
455.343,105,,455.3833,0.0,,455.3833,1.6875,,455.3628,14.5625,,455.3433,-63.800000000000004,,455.343,-38,,455.3631,-87.9375,,455.3628,107.1875,,455.3628,47,,455.343,-89.1875,,455.3631,-4.6875,,,,,455.3833,3.484375,,455.3833,-0.625,,455.3631,-105.8125,,,,,455.3631,-106.0625,,
455.363,107,,455.4034,0.0,,455.4034,-0.3125,,455.383,14.75,,455.3633,-62.6,,455.363,-38,,455.3832,-86.5625,,455.383,107.25,,455.383,47,,455.363,-87.5,,455.3832,-4.5,,,,,455.4034,3.484375,,455.4034,-0.125,,455.3832,-104.1875,,,,,455.3832,-105.375,,
455.3831,105,,455.4233,0.0,,455.4233,-0.8125,,455.403,14.875,,455.3834,-61.7,,455.3831,-38,,455.4032,-87.0,,455.403,107.25,,455.403,47,,455.3831,-86.25,,455.4032,-4.5,,,,,455.4233,3.44140625,,455.4233,-0.125,,455.4032,-104.6875,,,,,455.4032,-104.875,,
455.4031,104,,455.4433,0.0,,455.4433,-2.875,,455.4229,15.0,,455.4034,-62.400000000000006,,455.4031,-38,,455.4232,-88.9375,,455.4229,107.1875,,455.4229,47,,455.4031,-87.25,,455.4232,-4.625,,,,,455.4433,3.42578125,,455.4433,0.3125,,455.4232,-107.0,,,,,455.4232,-105.875,,
455.4231,106,,455.4633,0.0,,455.4633,0.4375,,455.4429,15.1875,,455.4234,-64.0,,455.4231,-38,,455.4432,-89.5,,455.4429,107.125,,455.4429,47,,455.4231,-89.5,,455.4432,-4.3125,,,,,455.4633,3.44921875,,455.4633,-0.375,,455.4432,-107.6875,,,,,455.4432,-108.9375,,
455.4431,107,,455.4833,0.0,,455.4833,1.625,,455.4629,15.375,,455.4434,-64.0,,455.4431,-38,,455.4632,-88.0,,455.4629,107.1875,,455.4629,47,,455.4431,-89.5,,455.4632,-4.75,,,,,455.4833,3.49609375,,455.4833,-0.5625,,455.4632,-105.875,,,,,455.4632,-105.75,,
455.4631,107,,455.5035,0.0,,455.5035,0.625,,455.4829,15.4375,,455.4634,-62.6,,455.4631,-38,,455.4832,-87.0,,455.4829,107.1875,,455.4829,47,,455.4631,-87.5,,455.4832,-4.5625,,,,,455.5035,3.49609375,,455.5035,-0.3125,,455.4832,-104.6875,,,,,455.4832,-105.25,,
455.4831,105,,455.5233,0.0,,455.5233,-2.6875,,455.5032,15.4375,,455.4834,-62.1,,455.4831,-38,,455.5034,-87.6875,,455.5032,107.25,,455.5032,47,,455.4831,-86.8125,,455.5034,-4.5,,,,,455.5233,3.44140625,,455.5233,0.25,,455.5034,-105.5,,,,,455.5034,-105.4375,,
455.5033,105,,455.5433,0.0,,455.5433,-1.125,,455.5229,15.5,,455.5036,-62.900000000000006,,455.5033,-37,,455.5232,-89.5625,,455.5229,107.1875,,455.5229,47,,455.5033,-87.9375,,455.5232,-4.625,,,,,455.5433,3.46875,,455.5433,-0.0625,,455.5232,-107.75,,,,,455.5232,-106.375,,
455.5231,106,,455.5633,0.0,,455.5633,1.5625,,455.5429,15.5625,,455.5234,-64.4,,455.5231,-37,,455.5432,-90.0625,,455.5429,107.125,,455.5429,47,,455.5231,-90.0625,,455.5432,-4.6875,,,,,455.5633,3.51171875,,455.5633,-0.5625,,455.5432,-108.375,,,,,455.5432,-107.625,,
455.543,109,,455.5833,0.0,,455.5833,-1.4375,,455.5629,15.6875,,455.5434,-64.4,,455.543,-37,,455.5632,-88.1875,,455.5629,107.1875,,455.5629,47,,455.543,-90.0625,,455.5632,-4.4375,,,,,455.5833,3.5390625,,455.5833,0.0625,,455.5632,-106.0625,,,,,455.5632,-107.6875,,
455.563,106,,455.6033,0.0,,455.6033,0.625,,455.5829,15.6875,,455.5634,-62.6,,455.563,-37,,455.5832,-88.5,,455.5829,107.1875,,455.5829,47,,455.563,-87.5,,455.5832,-4.375,,,,,455.6033,3.53125,,455.6033,-0.375,,455.5832,-106.5,,,,,455.5832,-107.375,,
455.583,106,,455.6233,0.0,,455.6233,-0.875,,455.6029,15.75,,455.5834,-63.5,,455.583,-37,,455.6032,-90.3125,,455.6029,107.25,,455.6029,47,,455.583,-88.8125,,455.6032,-4.25,,,,,455.6233,3.4765625,,455.6233,-0.125,,455.6032,-108.625,,,,,455.6032,-109.5,,
455.603,107,,455.6433,0.0,,455.6433,-2.0,,455.6229,15.8125,,455.6034,-64.9,,455.603,-37,,455.6231,-91.6875,,455.6229,107.1875,,455.6229,47,,455.603,-90.75,,455.6231,-4.75,,,,,455.6433,3.44921875,,455.6433,0.0625,,455.6231,-110.3125,,,,,455.6231,-108.75,,
455.623,109,,455.6633,0.0,,455.6633,-1.625,,455.6429,16.0,,455.6234,-65.8,,455.623,-37,,455.6431,-91.6875,,455.6429,107.125,,455.6429,47,,455.623,-92.0,,455.6431,-4.5625,,,,,455.6633,3.4609375,,455.6633,0.0625,,455.6431,-110.3125,,,,,455.6431,-110.75,,
455.643,110,,455.6833,0.0,,455.6833,1.9375,,455.6629,16.0625,,455.6433,-65.5,,455.643,-37,,455.6631,-89.8125,,455.6629,107.1875,,455.6629,47,,455.643,-91.5625,,455.6631,-4.75,,,,,455.6833,3.49609375,,455.6833,-0.6875,,455.6631,-108.0,,,,,455.6631,-108.3125,,
455.663,110,,455.7033,0.0,,455.7033,-0.375,,455.6829,16.125,,455.6633,-63.800000000000004,,455.663,-37,,455.6831,-88.25,,455.6829,107.1875,,455.6829,47,,455.663,-89.1875,,455.6831,-4.5,,,,,455.7033,3.50390625,,455.7033,-0.1875,,455.6831,-106.1875,,,,,455.6831,-107.375,,
455.683,106,,455.7232,0.0,,455.7232,-1.1875,,455.7029,16.125,,455.6833,-62.900000000000006,,455.683,-37,,455.7031,-88.375,,455.7029,107.1875,,455.7029,47,,455.683,-87.9375,,455.7031,-4.3125,,,,,455.7232,3.484375,,455.7232,-0.0625,,455.7031,-106.3125,,,,,455.7031,-107.8125,,
455.703,106,,455.7435,0.0,,455.7435,-0.75,,455.7228,16.0625,,455.7033,-63.300000000000004,,455.703,-37,,455.7231,-89.6875,,455.7228,107.1875,,455.7228,47,,455.703,-88.5,,455.7231,-4.6875,,,,,455.7435,3.46875,,455.7435,-0.125,,455.7231,-107.875,,,,,455.7231,-106.75,,
455.723,106,,455.7632,0.0,,455.7632,-1.9375,,455.7431,16.0625,,455.7233,-64.4,,455.723,-38,,455.7434,-90.25,,455.7431,107.125,,455.7431,47,,455.723,-90.0625,,455.7434,-4.8125,,,,,455.7632,3.4765625,,455.7632,0.125,,455.7434,-108.5625,,,,,455.7434,-107.375,,
455.7432,108,,455.7832,0.0,,455.7832,4.0,,455.7628,16.125,,455.7435,-64.60000000000001,,455.7432,-37,,455.7631,-89.75,,455.7628,107.1875,,455.7628,47,,455.7432,-90.3125,,455.7631,-4.25,,,,,455.7832,3.5390625,,455.7832,-1.0625,,455.7631,-107.9375,,,,,455.7631,-109.9375,,
455.763,108,,455.8032,0.0,,455.8032,0.5,,455.7828,16.0625,,455.7633,-64.0,,455.763,-37,,455.7831,-89.0,,455.7828,107.125,,455.7828,47,,455.763,-89.5,,455.7831,-4.6875,,,,,455.8032,3.5390625,,455.8032,-0.3125,,455.7831,-107.0625,,,,,455.7831,-107.0625,,
455.783,107,,455.8232,0.0,,455.8232,-0.4375,,455.8028,16.125,,455.7833,-63.5,,455.783,-37,,455.8031,-89.125,,455.8028,107.1875,,455.8028,47,,455.783,-88.8125,,455.8031,-4.4375,,,,,455.8232,3.51953125,,455.8232,-0.1875,,455.8031,-107.1875,,,,,455.8031,-107.875,,
455.803,108,,455.8432,0.0,,455.8432,-1.375,,455.8228,16.0625,,455.8033,-63.800000000000004,,455.803,-37,,455.8231,-91.3125,,455.8228,107.1875,,455.8228,47,,455.803,-89.1875,,455.8231,-4.625,,,,,455.8432,3.49609375,,455.8432,-0.0625,,455.8231,-109.875,,,,,455.8231,-108.6875,,
455.823,108,,455.8632,0.0,,455.8632,-0.9375,,455.8428,16.1875,,455.8233,-65.8,,455.823,-37,,455.8431,-92.0,,455.8428,107.125,,455.8428,47,,455.823,-92.0,,455.8431,-4.75,,,,,455.8632,3.49609375,,455.8632,-0.125,,455.8431,-110.6875,,,,,455.8431,-109.9375,,
455.843,110,,455.8832,0.0,,455.8832,-1.875,,455.8628,16.25,,455.8433,-65.8,,455.843,-37,,455.8631,-91.25,,455.8628,107.1875,,455.8628,47,,455.843,-92.0,,455.8631,-4.375,,,,,455.8832,3.50390625,,455.8832,0.1875,,455.8631,-109.8125,,,,,455.8631,-111.5,,
455.8629,109,,455.9032,0.0,,455.9032,0.5,,455.8828,16.3125,,455.8633,-65.10000000000001,,455.8629,-37,,455.8831,-90.3125,,455.8828,107.1875,,455.8828,47,,455.8629,-91.0,,455.8831,-4.5,,,,,455.9032,3.58203125,,455.9032,-0.3125,,455.8831,-108.6875,,,,,455.8831,-109.5625,,
455.8829,109,,455.9232,0.0,,455.9232,0.3125,,455.9028,16.3125,,455.8833,-64.4,,455.8829,-37,,455.9031,-90.0625,,455.9028,107.25,,455.9028,47,,455.8829,-90.0625,,455.9031,-4.5,,,,,455.9232,3.6015625,,455.9232,-0.375,,455.9031,-108.375,,,,,455.9031,-109.3125,,
455.9029,108,,455.9432,0.0,,455.9432,-0.375,,455.9228,16.3125,,455.9033,-64.4,,455.9029,-37,,455.9231,-90.25,,455.9228,107.25,,455.9228,47,,455.9029,-90.0625,,455.9231,-4.5,,,,,455.9432,3.609375,,455.9432,-0.3125,,455.9231,-108.5625,,,,,455.9231,-109.1875,,
455.9229,108,,455.9632,0.0,,455.9632,-1.5,,455.9428,16.3125,,455.9233,-64.60000000000001,,455.9229,-37,,455.943,-93.0625,,455.9428,107.1875,,455.9428,47,,455.9229,-90.3125,,455.943,-4.9375,,,,,455.9632,3.6171875,,455.9632,-0.0625,,455.943,-111.9375,,,,,455.943,-109.375,,
455.9429,110,,455.9832,0.0,,455.9832,-3.0625,,455.9628,16.5,,455.9433,-67.2,,455.9429,-37,,455.9631,-94.625,,455.9628,107.125,,455.9628,47,,455.9429,-93.9375,,455.9631,-4.5625,,,,,455.9832,3.609375,,455.9832,0.3125,,455.9631,-113.8125,,,,,455.9631,-113.9375,,
455.963,113,,456.0032,0.0,,456.0032,-0.0625,,455.9828,16.625,,455.9633,-67.8,,455.963,-37,,455.9831,-95.0,,455.9828,107.125,,455.9828,47,,455.963,-94.8125,,455.9831,-4.625,,,,,456.0032,3.65234375,,456.0032,-0.25,,455.9831,-114.3125,,,,,455.9831,-114.375,,
455.983,113,,456.0232,0.0,,456.0232,1.3125,,456.0028,16.8125,,455.9833,-68.0,,455.983,-37,,456.0031,-95.4375,,456.0028,107.125,,456.0028,47,,455.983,-95.0625,,456.0031,-4.4375,,,,,456.0232,3.671875,,456.0232,-0.5625,,456.0031,-114.75,,,,,456.0031,-115.875,,
456.003,114,,456.0432,0.0,,456.0432,0.0,,456.0228,16.9375,,456.0033,-68.3,,456.003,-37,,456.023,-95.1875,,456.0228,107.1875,,456.0228,47,,456.003,-95.5,,456.023,-4.5,,,,,456.0432,3.63671875,,456.0432,-0.375,,456.023,-114.5,,,,,456.023,-115.375,,
456.0229,114,,456.0632,0.0,,456.0632,-0.3125,,456.0428,17.0625,,456.0232,-68.0,,456.0229,-37,,456.0431,-96.5625,,456.0428,107.125,,456.0428,47,,456.0229,-95.0625,,456.0431,-4.625,,,,,456.0632,3.6015625,,456.0632,-0.3125,,456.0431,-116.1875,,,,,456.0431,-115.75,,
456.043,115,,456.0833,0.0,,456.0833,0.1875,,456.0628,17.25,,456.0433,-69.4,,456.043,-37,,456.0631,-97.8125,,456.0628,107.125,,456.0628,47,,456.043,-97.0625,,456.0631,-4.625,,,,,456.0833,3.63671875,,456.0833,-0.375,,456.0631,-117.625,,,,,456.0631,-117.875,,
456.0629,116,,456.1033,0.0,,456.1033,-4.75,,456.0828,17.375,,456.0633,-70.10000000000001,,456.0629,-36,,456.0831,-96.75,,456.0828,107.125,,456.0828,47,,456.0629,-98.0,,456.0831,-4.625,,,,,456.1033,3.6796875,,456.1033,0.75,,456.0831,-116.375,,,,,456.0831,-117.5,,
456.083,117,,456.1232,0.0,,456.1232,0.625,,456.1028,17.5,,456.0833,-68.9,,456.083,-37,,456.1031,-95.1875,,456.1028,107.125,,456.1028,47,,456.083,-96.3125,,456.1031,-4.625,,,,,456.1232,3.63671875,,456.1232,-0.375,,456.1031,-114.5625,,,,,456.1031,-116.0,,
456.103,116,,456.1432,0.0,,456.1432,0.0625,,456.1228,17.5625,,456.1033,-67.8,,456.103,-37,,456.1231,-95.9375,,456.1228,107.125,,456.1228,47,,456.103,-94.8125,,456.1231,-4.625,,,,,456.1432,3.58984375,,456.1432,-0.375,,456.1231,-115.4375,,,,,456.1231,-115.5625,,
456.1229,115,,456.1632,0.0,,456.1632,0.6875,,456.1428,17.625,,456.1233,-68.9,,456.1229,-36,,456.1431,-97.8125,,456.1428,107.0,,456.1428,47,,456.1229,-96.3125,,456.1431,-4.625,,,,,456.1632,3.609375,,456.1632,-0.5,,456.1431,-117.6875,,,,,456.1431,-117.5,,
456.143,116,,456.1832,0.0,,456.1832,1.75,,456.1628,17.75,,456.1433,-70.3,,456.143,-37,,456.1631,-96.8125,,456.1628,107.125,,456.1628,47,,456.143,-98.3125,,456.1631,-5.0,,,,,456.1832,3.625,,456.1832,-0.6875,,456.1631,-116.5,,,,,456.1631,-115.9375,,
456.163,117,,456.2034,0.0,,456.2034,-1.4375,,456.1828,17.75,,456.1633,-68.9,,456.163,-37,,456.1831,-94.8125,,456.1828,107.0625,,456.1828,47,,456.163,-96.3125,,456.1831,-4.5625,,,,,456.2034,3.65234375,,456.2034,0.0,,456.1831,-114.0,,,,,456.1831,-115.625,,
456.183,115,,456.2233,0.0,,456.2233,-0.6875,,456.203,17.75,,456.1833,-67.4,,456.183,-37,,456.2032,-94.875,,456.203,107.125,,456.203,47,,456.183,-94.25,,456.2032,-4.5625,,,,,456.2233,3.64453125,,456.2233,0.125,,456.2032,-114.125,,,,,456.2032,-114.9375,,
456.2031,114,,456.2433,0.0,,456.2433,3.0,,456.223,17.6875,,456.2034,-68.0,,456.2031,-37,,456.2232,-95.625,,456.223,107.125,,456.223,47,,456.2031,-95.0625,,456.2232,-4.8125,,,,,456.2433,3.64453125,,456.2433,-0.9375,,456.2232,-115.0625,,,,,456.2232,-115.375,,
456.2231,116,,456.2633,0.0,,456.2633,0.875,,456.2429,17.75,,456.2234,-68.5,,456.2231,-36,,456.2432,-96.75,,456.2429,107.0625,,456.2429,47,,456.2231,-95.8125,,456.2432,-4.6875,,,,,456.2633,3.65234375,,456.2633,-0.5625,,456.2432,-116.4375,,,,,456.2432,-116.1875,,
456.2431,116,,456.2833,0.0,,456.2833,0.3125,,456.2629,17.8125,,456.2434,-69.4,,456.2431,-37,,456.2632,-96.875,,456.2629,107.0625,,456.2629,47,,456.2431,-97.0625,,456.2632,-4.5625,,,,,456.2833,3.66015625,,456.2833,-0.4375,,456.2632,-116.5,,,,,456.2632,-117.625,,
456.2631,115,,456.3033,0.0,,456.3033,0.4375,,456.2829,17.8125,,456.2634,-69.2,,456.2631,-37,,456.2832,-96.75,,456.2829,107.125,,456.2829,47,,456.2631,-96.75,,456.2832,-4.625,,,,,456.3033,3.671875,,456.3033,-0.375,,456.2832,-116.4375,,,,,456.2832,-117.0625,,
456.2831,115,,456.3234,0.0,,456.3234,-1.25,,456.3029,17.875,,456.2834,-69.2,,456.2831,-37,,456.3032,-97.0,,456.3029,107.125,,456.3029,47,,456.2831,-96.75,,456.3032,-5.0,,,,,456.3234,3.6953125,,456.3234,-0.0625,,456.3032,-116.6875,,,,,456.3032,-115.375,,
456.303,115,,456.3433,0.0,,456.3433,-2.3125,,456.323,17.9375,,456.3034,-69.4,,456.303,-37,,456.3232,-97.375,,456.323,107.125,,456.323,47,,456.303,-97.0625,,456.3232,-4.625,,,,,456.3433,3.65234375,,456.3433,0.125,,456.3232,-117.125,,,,,456.3232,-117.5625,,
456.3231,116,,456.3633,0.0,,456.3633,0.5625,,456.3429,18.0,,456.3234,-69.7,,456.3231,-37,,456.3432,-97.875,,456.3429,107.0625,,456.3429,47,,456.3231,-97.4375,,456.3432,-4.75,,,,,456.3633,3.63671875,,456.3633,-0.5,,456.3432,-117.75,,,,,456.3432,-117.625,,
456.343,117,,456.3833,0.0,,456.3833,1.1875,,456.3629,18.0625,,456.3434,-70.10000000000001,,456.343,-37,,456.3632,-98.75,,456.3629,107.0,,456.3629,47,,456.343,-98.0,,456.3632,-4.3125,,,,,456.3833,3.6875,,456.3833,-0.5625,,456.3632,-118.8125,,,,,456.3632,-120.75,,
456.363,119,,456.4033,0.0,,456.4033,1.125,,456.3829,18.125,,456.3633,-70.8,,456.363,-37,,456.3831,-97.5625,,456.3829,107.0625,,456.3829,47,,456.363,-99.0,,456.3831,-4.75,,,,,456.4033,3.72265625,,456.4033,-0.5,,456.3831,-117.375,,,,,456.3831,-118.125,,
456.383,119,,456.4233,0.0,,456.4233,-0.5,,456.4029,18.125,,456.3833,-69.4,,456.383,-37,,456.4032,-96.5,,456.4029,107.125,,456.4029,47,,456.383,-97.0625,,456.4032,-4.75,,,,,456.4233,3.71484375,,456.4233,-0.1875,,456.4032,-116.125,,,,,456.4032,-116.5625,,
456.403,116,,456.4433,0.0,,456.4433,-1.125,,456.4229,18.125,,456.4034,-68.9,,456.403,-36,,456.4232,-98.1875,,456.4229,107.1875,,456.4229,47,,456.403,-96.3125,,456.4232,-5.0625,,,,,456.4433,3.6953125,,456.4433,-0.125,,456.4232,-118.0625,,,,,456.4232,-115.75,,
456.423,116,,456.4633,0.0,,456.4633,-2.1875,,456.4429,18.125,,456.4234,-70.60000000000001,,456.423,-36,,456.4431,-99.875,,456.4429,107.0625,,456.4429,47,,456.423,-98.75,,456.4431,-4.875,,,,,456.4633,3.66015625,,456.4633,0.0625,,456.4431,-120.1875,,,,,456.4431,-118.9375,,
456.443,119,,456.4833,0.0,,456.4833,-0.9375,,456.4629,18.3125,,456.4433,-71.7,,456.443,-36,,456.4631,-99.9375,,456.4629,107.0625,,456.4629,47,,456.443,-100.25,,456.4631,-5.0625,,,,,456.4833,3.66015625,,456.4833,-0.125,,456.4631,-120.25,,,,,456.4631,-119.125,,
456.463,121,,456.5033,0.0,,456.5033,1.4375,,456.4829,18.375,,456.4634,-71.4,,456.463,-36,,456.4831,-99.25,,456.4829,107.0,,456.4829,47,,456.463,-99.8125,,456.4831,-4.5625,,,,,456.5033,3.6796875,,456.5033,-0.625,,456.4831,-119.375,,,,,456.4831,-120.8125,,
456.483,122,,456.5233,0.0,,456.5233,1.8125,,456.5029,18.4375,,456.4833,-70.8,,456.483,-36,,456.5031,-97.875,,456.5029,107.0625,,456.5029,47,,456.483,-99.0,,456.5031,-4.6875,,,,,456.5233,3.671875,,456.5233,-0.625,,456.5031,-117.6875,,,,,456.5031,-118.8125,,
456.503,118,,456.5432,0.0,,456.5432,-0.125,,456.5229,18.4375,,456.5033,-69.7,,456.503,-36,,456.5231,-97.4375,,456.5229,107.0625,,456.5229,47,,456.503,-97.4375,,456.5231,-4.5625,,,,,456.5432,3.64453125,,456.5432,-0.3125,,456.5231,-117.25,,,,,456.5231,-118.5,,
456.523,119,,456.5632,0.0,,456.5632,-1.25,,456.5428,18.375,,456.5233,-69.7,,456.523,-36,,456.5431,-98.125,,456.5428,107.0625,,456.5428,47,,456.523,-97.4375,,456.5431,-4.5625,,,,,456.5632,3.6171875,,456.5632,-0.1875,,456.5431,-118.0,,,,,456.5431,-118.375,,
