Time (s),0x0082_Supply_critical  ,,Time (s),0x0082_DSP_param  ,,Time (s),2. Iq A (0.0625),,Time (s),1. Current A(RMS) (1),,Time (s),1. Target Id A (0.0625),,Time (s),2. RPDO Target torque % of peak (0.1),,Time (s),1. Id A (0.0625),,Time (s),2. RPDO Maximum motor speed RPM (1),,Time (s),2. Id A (0.0625),,Time (s),2. Battery Voltage V (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),2. Torque demand value Nm (0.0625),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),2. Velocity RPM (1),,Time (s),2. Torque % of peak (0.1),,Time (s),1. RPDO statusword - right motor  (1),,Time (s),1. Max velocity - right motor RPM (1),,Time (s),2. Target Iq A (0.0625),,Time (s),2. RPDO controlword  (1),,Time (s),1. RPDO Actual torque - right motor  (0.001),,Time (s),1. Target torque - right motor  (0.001),,Time (s),2. Current A(RMS) (1),,Time (s),2. Target Id A (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),2. Heatsink Temperature DegC (1),,Time (s),1. Uq V (0.0625),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),0x0081_Low_batt  ,,Time (s),2. Uq V (0.0625),,Time (s),2. Battery Current A (0.0625),,Time (s),1. RPDO Velocity actual value - right motor RPM (1),,Time (s),0x0081_Motor_slave_in_wrong_state  ,,Time (s),2. Torque actual value Nm (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),2. Throttle Input Voltage V (0.00390625),,Time (s),2. statusword  (1),,Time (s),1. Ud V (0.0625),,Time (s),1. controlword - right motor  (1),,Time (s),1. Target Iq A (0.0625),,Time (s),0x0081_Supply_critical  ,,Time (s),2. Ud V (0.0625),,Time (s),1. Iq A (0.0625),,
,,,,,,381.1158,-0.9375,,381.11,0,,381.1103,0.0,,381.1097,0.0,,381.1103,1.75,,381.1097,600,,381.1159,-0.125,,381.1155,115.125,,381.1099,0.0,,381.1157,0.0,,381.11,-102,,381.1102,0.0,,381.1154,-55,,381.1154,0.0,,381.1154,1079,,381.1097,600,,381.1158,0.0,,381.1097,527,,381.1154,0.0,,381.1097,0.0,,381.1157,0,,381.1159,0.0,,381.1099,115.1875,,381.1099,27,,381.1155,27,,381.1102,-5.125,,381.11,0.0,,,,,381.1158,-1.9375,,381.1155,0.0,,381.1154,-55,,,,,381.1158,0.0,,381.1103,1.17578125,,381.1159,0.0,,381.1154,1079,,381.1103,-1.125,,381.1097,527,,381.1102,0.0,,,,,381.1159,0.125,,381.1102,1.125,,
,,,,,,381.1358,-1.5,,381.1301,4,,381.1304,0.0,,381.1299,0.0,,381.1304,-1.1875,,381.1299,600,,381.1359,0.0625,,381.1355,115.1875,,381.13,0.0,,381.1356,0.0,,381.1301,-102,,381.1303,0.0,,381.1354,-55,,381.1354,0.0,,381.1354,1079,,381.1299,600,,381.1358,0.0,,381.1299,527,,381.1354,0.0,,381.1299,0.0,,381.1356,0,,381.1359,0.0,,381.13,115.25,,381.13,27,,381.1355,27,,381.1303,-3.3125,,381.1301,0.0,,,,,381.1358,-1.9375,,381.1355,0.0,,381.1354,-55,,,,,381.1358,0.0,,381.1304,1.19140625,,381.1359,0.0,,381.1354,1079,,381.1304,1.0625,,381.1299,527,,381.1303,0.0,,,,,381.1359,0.5625,,381.1303,-2.0625,,
,,,,,,381.1557,-0.625,,381.1501,0,,381.1504,0.0,,381.1499,0.0,,381.1504,0.8125,,381.1499,600,,381.1559,1.125,,381.1555,115.1875,,381.15,0.0,,381.1556,0.0,,381.1501,-101,,381.1503,0.0,,381.1554,-54,,381.1554,0.0,,381.1554,1079,,381.1499,600,,381.1557,0.0,,381.1499,527,,381.1554,0.0,,381.1499,0.0,,381.1556,0,,381.1559,0.0,,381.15,115.25,,381.15,27,,381.1555,27,,381.1503,-4.6875,,381.1501,0.0,,,,,381.1557,-1.875,,381.1555,0.0,,381.1554,-54,,,,,381.1557,0.0,,381.1504,1.19140625,,381.1559,0.0,,381.1554,1079,,381.1504,-0.5625,,381.1499,527,,381.1503,0.0,,,,,381.1559,-0.75,,381.1503,0.6875,,
,,,,,,381.1758,-1.75,,381.17,0,,381.1703,0.0,,381.1697,0.0,,381.1703,-0.125,,381.1697,600,,381.1759,0.8125,,381.1755,115.25,,381.1699,0.0,,381.1757,0.0,,381.17,-101,,381.1701,0.0,,381.1754,-54,,381.1754,0.0,,381.1754,1079,,381.1697,600,,381.1758,0.0,,381.1697,527,,381.1754,0.0,,381.1697,0.0,,381.1757,0,,381.1759,0.0,,381.1699,115.25,,381.1699,27,,381.1755,27,,381.1701,-2.375,,381.17,0.0,,,,,381.1758,-1.1875,,381.1755,0.0,,381.1754,-54,,,,,381.1758,0.0,,381.1703,1.203125,,381.1759,0.0,,381.1754,1079,,381.1703,0.375,,381.1697,527,,381.1701,0.0,,,,,381.1759,0.4375,,381.1701,-2.9375,,
,,,,,,381.1958,-1.3125,,381.1901,0,,381.1904,0.0,,381.1899,0.0,,381.1904,-0.1875,,381.1899,600,,381.1959,0.625,,381.1955,115.125,,381.19,0.0,,381.1956,0.0,,381.1901,-100,,381.1902,0.0,,381.1954,-54,,381.1954,0.0,,381.1954,1079,,381.1899,600,,381.1958,0.0,,381.1899,527,,381.1954,0.0,,381.1899,0.0,,381.1956,0,,381.1959,0.0,,381.19,115.25,,381.19,27,,381.1955,27,,381.1902,-4.9375,,381.1901,0.0,,,,,381.1958,-1.25,,381.1955,0.0,,381.1954,-54,,,,,381.1958,0.0,,381.1904,1.2265625,,381.1959,0.0,,381.1954,1079,,381.1904,0.125,,381.1899,527,,381.1902,0.0,,,,,381.1959,0.0625,,381.1902,1.125,,
,,,,,,381.2157,-0.1875,,381.2101,0,,381.2104,0.0,,381.2099,0.0,,381.2104,-0.3125,,381.2099,600,,381.2159,2.8125,,381.2155,115.1875,,381.21,0.0,,381.2156,0.0,,381.2101,-99,,381.2102,0.0,,381.2154,-53,,381.2154,0.0,,381.2154,1079,,381.2099,600,,381.2157,0.0,,381.2099,527,,381.2154,0.0,,381.2099,0.0,,381.2156,0,,381.2159,0.0,,381.21,115.25,,381.21,27,,381.2155,27,,381.2102,-1.8125,,381.2101,0.0,,,,,381.2157,-1.9375,,381.2155,0.0,,381.2154,-53,,,,,381.2157,0.0,,381.2104,1.21875,,381.2159,0.0,,381.2154,1079,,381.2104,0.375,,381.2099,527,,381.2102,0.0,,,,,381.2159,-0.0625,,381.2102,-3.625,,
,,,,,,381.2357,-0.625,,381.23,0,,381.2302,0.0,,381.2296,0.0,,381.2302,-0.5,,381.2296,600,,381.2359,-1.3125,,381.2355,115.1875,,381.2298,0.0,,381.2356,0.0,,381.23,-99,,381.2301,0.0,,381.2354,-53,,381.2354,0.0,,381.2354,1079,,381.2296,600,,381.2357,0.0,,381.2296,527,,381.2354,0.0,,381.2296,0.0,,381.2356,0,,381.2359,0.0,,381.2298,115.25,,381.2298,27,,381.2355,27,,381.2301,-4.125,,381.23,0.0,,,,,381.2357,-2.5,,381.2355,0.0,,381.2354,-53,,,,,381.2357,0.0,,381.2302,1.21875,,381.2359,0.0,,381.2354,1079,,381.2302,0.3125,,381.2296,527,,381.2301,0.0,,,,,381.2359,0.4375,,381.2301,0.0,,
,,,,,,381.2557,-1.3125,,381.2501,0,,381.2504,0.0,,381.2499,0.0,,381.2504,-0.5625,,381.2499,600,,381.2558,0.125,,381.2555,115.1875,,381.25,0.0,,381.2556,0.0,,381.2501,-98,,381.2502,0.0,,381.2554,-52,,381.2554,0.0,,381.2554,1079,,381.2499,600,,381.2557,0.0,,381.2499,527,,381.2554,0.0,,381.2499,0.0,,381.2556,0,,381.2558,0.0,,381.25,115.3125,,381.25,27,,381.2555,27,,381.2502,-4.5,,381.2501,0.0,,,,,381.2557,-1.375,,381.2555,0.0,,381.2554,-52,,,,,381.2557,0.0,,381.2504,1.23828125,,381.2558,0.0,,381.2554,1079,,381.2504,0.5,,381.2499,527,,381.2502,0.0,,,,,381.2558,0.0625,,381.2502,0.3125,,
,,,,,,381.2757,-2.6875,,381.2701,0,,381.2703,0.0,,381.2698,0.0,,381.2703,-0.8125,,381.2698,600,,381.2758,0.6875,,381.2755,115.125,,381.2699,0.0,,381.2756,0.0,,381.2701,-98,,381.2702,0.0,,381.2754,-52,,381.2754,0.0,,381.2754,1079,,381.2698,600,,381.2757,0.0,,381.2698,527,,381.2754,0.0,,381.2698,0.0,,381.2756,0,,381.2758,0.0,,381.2699,115.1875,,381.2699,27,,381.2755,27,,381.2702,-5.375,,381.2701,0.0,,,,,381.2757,-0.4375,,381.2755,0.0,,381.2754,-52,,,,,381.2757,0.0,,381.2703,1.2265625,,381.2758,0.0,,381.2754,1079,,381.2703,0.4375,,381.2698,527,,381.2702,0.0,,,,,381.2758,-0.5,,381.2702,1.375,,
,,,,,,381.2958,-1.5,,381.2901,0,,381.2903,0.0,,381.2899,0.0,,381.2903,-0.125,,381.2899,600,,381.2959,-0.25,,381.2955,115.1875,,381.29,0.0,,381.2956,0.0,,381.2901,-97,,381.2902,0.0,,381.2954,-51,,381.2954,0.0,,381.2954,1079,,381.2899,600,,381.2958,0.0,,381.2899,527,,381.2954,0.0,,381.2899,0.0,,381.2956,0,,381.2959,0.0,,381.29,115.375,,381.29,27,,381.2955,27,,381.2902,-3.625,,381.2901,0.0,,,,,381.2958,-1.1875,,381.2955,0.0,,381.2954,-51,,,,,381.2958,0.0,,381.2903,1.23828125,,381.2959,0.0,,381.2954,1079,,381.2903,0.25,,381.2899,527,,381.2902,0.0,,,,,381.2959,-0.0625,,381.2902,-1.3125,,
,,,,,,381.3157,-1.125,,381.3101,0,,381.3103,0.0,,381.3099,0.0,,381.3103,-1.5625,,381.3099,600,,381.3158,0.875,,381.3154,115.1875,,381.3099,0.0,,381.3156,0.0,,381.3101,-96,,381.3102,0.0,,381.3153,-51,,381.3153,0.0,,381.3153,1079,,381.3099,600,,381.3157,0.0,,381.3099,527,,381.3153,0.0,,381.3099,0.0,,381.3156,0,,381.3158,0.0,,381.3099,115.1875,,381.3099,27,,381.3154,27,,381.3102,-5.125,,381.3101,0.0,,,,,381.3157,-1.3125,,381.3154,0.0,,381.3153,-51,,,,,381.3157,0.0,,381.3103,1.24609375,,381.3158,0.0,,381.3153,1079,,381.3103,1.125,,381.3099,527,,381.3102,0.0,,,,,381.3158,-0.6875,,381.3102,0.8125,,
,,,,,,381.3357,0.0625,,381.3301,0,,381.3303,0.0,,381.3298,0.0,,381.3303,0.5625,,381.3298,600,,381.3358,0.5625,,381.3354,115.125,,381.3299,0.0,,381.3356,0.0,,381.3301,-96,,381.3302,0.0,,381.3353,-50,,381.3353,0.0,,381.3353,1079,,381.3298,600,,381.3357,0.0,,381.3298,527,,381.3353,0.0,,381.3298,0.0,,381.3356,0,,381.3358,0.0,,381.3299,115.25,,381.3299,27,,381.3354,27,,381.3302,-3.625,,381.3301,0.0,,,,,381.3357,-2.0625,,381.3354,0.0,,381.3353,-50,,,,,381.3357,0.0,,381.3303,1.203125,,381.3358,0.0,,381.3353,1079,,381.3303,0.0,,381.3298,527,,381.3302,0.0,,,,,381.3358,-0.5625,,381.3302,-0.9375,,
,,,,,,381.3557,-0.125,,381.3499,0,,381.3502,0.0,,381.3496,0.0,,381.3502,-1.0,,381.3496,600,,381.3558,-0.9375,,381.3554,115.125,,381.3498,0.0,,381.3556,0.0,,381.3499,-96,,381.3501,0.0,,381.3553,-50,,381.3553,0.0,,381.3553,1079,,381.3496,600,,381.3557,0.0,,381.3496,527,,381.3553,0.0,,381.3496,0.0,,381.3556,0,,381.3558,0.0,,381.3498,115.25,,381.3498,27,,381.3554,27,,381.3501,-4.1875,,381.3499,0.0,,,,,381.3557,-2.0625,,381.3554,0.0,,381.3553,-50,,,,,381.3557,0.0,,381.3502,1.21875,,381.3558,0.0,,381.3553,1079,,381.3502,0.6875,,381.3496,527,,381.3501,0.0,,,,,381.3558,0.5625,,381.3501,-0.1875,,
,,,,,,381.3757,-1.75,,381.3699,0,,381.3702,0.0,,381.3696,0.0,,381.3702,1.4375,,381.3696,600,,381.3758,-0.75,,381.3754,115.125,,381.3698,0.0,,381.3756,0.0,,381.3699,-95,,381.3701,0.0,,381.3753,-49,,381.3753,0.0,,381.3753,1079,,381.3696,600,,381.3757,0.0,,381.3696,527,,381.3753,0.0,,381.3696,0.0,,381.3756,0,,381.3758,0.0,,381.3698,115.25,,381.3698,27,,381.3754,27,,381.3701,-2.9375,,381.3699,0.0,,,,,381.3757,-0.875,,381.3754,0.0,,381.3753,-49,,,,,381.3757,0.0,,381.3702,1.25390625,,381.3758,0.0,,381.3753,1079,,381.3702,-0.8125,,381.3696,527,,381.3701,0.0,,,,,381.3758,0.5,,381.3701,-1.5625,,
,,,,,,381.3957,-1.4375,,381.3899,0,,381.3902,0.0,,381.3896,0.0,,381.3902,-0.1875,,381.3896,600,,381.3958,0.9375,,381.3954,115.1875,,381.3898,0.0,,381.3955,0.0,,381.3899,-95,,381.3901,0.0,,381.3953,-48,,381.3953,0.0,,381.3953,1079,,381.3896,600,,381.3957,0.0,,381.3896,527,,381.3953,0.0,,381.3896,0.0,,381.3955,0,,381.3958,0.0,,381.3898,115.25,,381.3898,27,,381.3954,27,,381.3901,-3.6875,,381.3899,0.0,,,,,381.3957,-0.875,,381.3954,0.0,,381.3953,-48,,,,,381.3957,0.0,,381.3902,1.19140625,,381.3958,0.0,,381.3953,1079,,381.3902,0.0625,,381.3896,527,,381.3901,0.0,,,,,381.3958,-0.75,,381.3901,-0.9375,,
,,,,,,381.4157,-1.3125,,381.4099,0,,381.4102,0.0,,381.4096,0.0,,381.4102,0.125,,381.4096,600,,381.4159,-0.125,,381.4155,115.1875,,381.4098,0.0,,381.4156,0.0,,381.4099,-95,,381.4101,0.0,,381.4153,-48,,381.4153,0.0,,381.4153,1079,,381.4096,600,,381.4157,0.0,,381.4096,527,,381.4153,0.0,,381.4096,0.0,,381.4156,0,,381.4159,0.0,,381.4098,115.3125,,381.4098,27,,381.4155,27,,381.4101,-3.5625,,381.4099,0.0,,,,,381.4157,-1.0625,,381.4155,0.0,,381.4153,-48,,,,,381.4157,0.0,,381.4102,1.2109375,,381.4159,0.0,,381.4153,1079,,381.4102,0.0625,,381.4096,527,,381.4101,0.0,,,,,381.4159,-0.125,,381.4101,-0.75,,
,,,,,,381.4357,-1.875,,381.4299,0,,381.4302,0.0,,381.4296,0.0,,381.4302,-1.75,,381.4296,600,,381.4358,0.75,,381.4354,115.1875,,381.4298,0.0,,381.4356,0.0,,381.4299,-94,,381.43,0.0,,381.4353,-47,,381.4353,0.0,,381.4353,1079,,381.4296,600,,381.4357,0.0,,381.4296,527,,381.4353,0.0,,381.4296,0.0,,381.4356,0,,381.4358,0.0,,381.4298,115.25,,381.4298,27,,381.4354,27,,381.43,-4.625,,381.4299,0.0,,,,,381.4357,-0.75,,381.4354,0.0,,381.4353,-47,,,,,381.4357,0.0,,381.4302,1.2265625,,381.4358,0.0,,381.4353,1079,,381.4302,1.125,,381.4296,527,,381.43,0.0,,,,,381.4358,-0.5625,,381.43,0.375,,
,,,,,,381.4557,-0.75,,381.4499,0,,381.4502,0.0,,381.4496,0.0,,381.4502,1.8125,,381.4496,600,,381.4558,0.0625,,381.4554,115.125,,381.4498,0.0,,381.4555,0.0,,381.4499,-94,,381.45,0.0,,381.4553,-47,,381.4553,0.0,,381.4553,1079,,381.4496,600,,381.4557,0.0,,381.4496,527,,381.4553,0.0,,381.4496,0.0,,381.4555,0,,381.4558,0.0,,381.4498,115.25,,381.4498,27,,381.4554,27,,381.45,-2.6875,,381.4499,0.0,,,,,381.4557,-1.375,,381.4554,0.0,,381.4553,-47,,,,,381.4557,0.0,,381.4502,1.21875,,381.4558,0.0,,381.4553,1079,,381.4502,-0.9375,,381.4496,527,,381.45,0.0,,,,,381.4558,0.3125,,381.45,-1.9375,,
,,,,,,381.4757,-1.3125,,381.4699,0,,381.4702,0.0,,381.4696,0.0,,381.4702,-2.9375,,381.4696,600,,381.4758,2.0,,381.4754,115.1875,,381.4698,0.0,,381.4755,0.0,,381.4699,-93,,381.47,0.0,,381.4753,-46,,381.4753,0.0,,381.4753,1079,,381.4696,600,,381.4757,0.0,,381.4696,527,,381.4753,0.0,,381.4696,0.0,,381.4755,0,,381.4758,0.0,,381.4698,115.1875,,381.4698,27,,381.4754,27,,381.47,-4.6875,,381.4699,0.0,,,,,381.4757,-1.625,,381.4754,0.0,,381.4753,-46,,,,,381.4757,0.0,,381.4702,1.21875,,381.4758,0.0,,381.4753,1079,,381.4702,1.9375,,381.4696,527,,381.47,0.0,,,,,381.4758,0.4375,,381.47,0.4375,,
,,,,,,381.4957,1.5625,,381.4899,0,,381.4901,0.0,,381.4896,0.0,,381.4901,0.5,,381.4896,600,,381.4958,0.875,,381.4954,115.1875,,381.4898,0.0,,381.4955,0.0,,381.4899,-93,,381.49,0.0,,381.4953,-46,,381.4953,0.0,,381.4953,1079,,381.4896,600,,381.4957,0.0,,381.4896,527,,381.4953,0.0,,381.4896,0.0,,381.4955,0,,381.4958,0.0,,381.4898,115.1875,,381.4898,27,,381.4954,27,,381.49,-2.125,,381.4899,0.0,,,,,381.4957,-1.5,,381.4954,0.0,,381.4953,-46,,,,,381.4957,0.0,,381.4901,1.203125,,381.4958,0.0,,381.4953,1079,,381.4901,-1.375,,381.4896,527,,381.49,0.0,,,,,381.4958,-0.6875,,381.49,-2.625,,
,,,,,,381.5157,-1.0625,,381.5099,0,,381.5101,0.0,,381.5096,0.0,,381.5101,-0.9375,,381.5096,600,,381.5158,0.0,,381.5154,115.25,,381.5098,0.0,,381.5155,0.0,,381.5099,-93,,381.51,0.0,,381.5153,-45,,381.5153,0.0,,381.5153,1079,,381.5096,600,,381.5157,0.0,,381.5096,527,,381.5153,0.0,,381.5096,0.0,,381.5155,0,,381.5158,0.0,,381.5098,115.1875,,381.5098,27,,381.5154,27,,381.51,-4.125,,381.5099,0.0,,,,,381.5157,-1.1875,,381.5154,0.0,,381.5153,-45,,,,,381.5157,0.0,,381.5101,1.19140625,,381.5158,0.0,,381.5153,1079,,381.5101,0.6875,,381.5096,527,,381.51,0.0,,,,,381.5158,0.4375,,381.51,-0.25,,
,,,,,,381.5356,-0.0625,,381.53,0,,381.5302,0.0,,381.5298,0.0,,381.5302,0.8125,,381.5298,600,,381.5358,-0.8125,,381.5354,115.1875,,381.5299,0.0,,381.5355,0.0,,381.53,-92,,381.5301,0.0,,381.5353,-45,,381.5353,0.0,,381.5353,1079,,381.5298,600,,381.5356,0.0,,381.5298,527,,381.5353,0.0,,381.5298,0.0,,381.5355,0,,381.5358,0.0,,381.5299,115.1875,,381.5299,27,,381.5354,27,,381.5301,-2.9375,,381.53,0.0,,,,,381.5356,-1.8125,,381.5354,0.0,,381.5353,-45,,,,,381.5356,0.0,,381.5302,1.203125,,381.5358,0.0,,381.5353,1079,,381.5302,-0.25,,381.5298,527,,381.5301,0.0,,,,,381.5358,-0.25,,381.5301,-1.5,,
,,,,,,381.5557,-0.25,,381.55,0,,381.5503,0.0,,381.5498,0.0,,381.5503,-2.1875,,381.5498,600,,381.5558,0.8125,,381.5554,115.125,,381.5499,0.0,,381.5556,0.0,,381.55,-92,,381.5501,0.0,,381.5553,-44,,381.5553,0.0,,381.5553,1079,,381.5498,600,,381.5557,0.0,,381.5498,527,,381.5553,0.0,,381.5498,0.0,,381.5556,0,,381.5558,0.0,,381.5499,115.1875,,381.5499,27,,381.5554,27,,381.5501,-4.75,,381.55,0.0,,,,,381.5557,-1.6875,,381.5554,0.0,,381.5553,-44,,,,,381.5557,0.0,,381.5503,1.203125,,381.5558,0.0,,381.5553,1079,,381.5503,1.375,,381.5498,527,,381.5501,0.0,,,,,381.5558,-0.5625,,381.5501,0.8125,,
,,,,,,381.5756,0.375,,381.5699,0,,381.5701,0.0,,381.5696,0.0,,381.5701,1.625,,381.5696,600,,381.5758,-1.375,,381.5754,115.125,,381.5697,0.0,,381.5755,0.0,,381.5699,-91,,381.57,0.0,,381.5753,-44,,381.5753,0.0,,381.5753,1079,,381.5696,600,,381.5756,0.0,,381.5696,527,,381.5753,0.0,,381.5696,0.0,,381.5755,0,,381.5758,0.0,,381.5697,115.1875,,381.5697,27,,381.5754,27,,381.57,-2.5625,,381.5699,0.0,,,,,381.5756,-2.0,,381.5754,0.0,,381.5753,-44,,,,,381.5756,0.0,,381.5701,1.21875,,381.5758,0.0,,381.5753,1079,,381.5701,-0.9375,,381.5696,527,,381.57,0.0,,,,,381.5758,-0.625,,381.57,-2.0,,
,,,,,,381.5956,-1.625,,381.5899,0,,381.5901,0.0,,381.5896,0.0,,381.5901,-1.0,,381.5896,600,,381.5958,-0.125,,381.5954,115.1875,,381.5897,0.0,,381.5955,0.0,,381.5899,-90,,381.59,0.0,,381.5953,-43,,381.5953,0.0,,381.5953,1079,,381.5896,600,,381.5956,0.0,,381.5896,527,,381.5953,0.0,,381.5896,0.0,,381.5955,0,,381.5958,0.0,,381.5897,115.25,,381.5897,27,,381.5954,27,,381.59,-4.4375,,381.5899,0.0,,,,,381.5956,-0.8125,,381.5954,0.0,,381.5953,-43,,,,,381.5956,0.0,,381.5901,1.24609375,,381.5958,0.0,,381.5953,1079,,381.5901,0.5,,381.5896,527,,381.59,0.0,,,,,381.5958,-0.0625,,381.59,0.625,,
,,,,,,381.6156,-1.0625,,381.61,0,,381.6103,0.0,,381.6098,0.0,,381.6103,0.625,,381.6098,600,,381.6157,-2.1875,,381.6153,115.1875,,381.6099,0.0,,381.6155,0.0,,381.61,-90,,381.6101,0.0,,381.6152,-43,,381.6152,0.0,,381.6152,1079,,381.6098,600,,381.6156,0.0,,381.6098,527,,381.6152,0.0,,381.6098,0.0,,381.6155,0,,381.6157,0.0,,381.6099,115.1875,,381.6099,27,,381.6153,27,,381.6101,-1.625,,381.61,0.0,,,,,381.6156,-1.0625,,381.6153,0.0,,381.6152,-43,,,,,381.6156,0.0,,381.6103,1.23828125,,381.6157,0.0,,381.6152,1079,,381.6103,-0.0625,,381.6098,527,,381.6101,0.0,,,,,381.6157,1.1875,,381.6101,-3.1875,,
,,,,,,381.6356,-2.1875,,381.63,0,,381.6303,0.0,,381.6298,0.0,,381.6303,0.125,,381.6298,600,,381.6357,1.125,,381.6354,115.1875,,381.6299,0.0,,381.6355,0.0,,381.63,-90,,381.6301,0.0,,381.6353,-42,,381.6353,0.0,,381.6353,1079,,381.6298,600,,381.6356,0.0,,381.6298,527,,381.6353,0.0,,381.6298,0.0,,381.6355,0,,381.6357,0.0,,381.6299,115.25,,381.6299,27,,381.6354,27,,381.6301,-4.4375,,381.63,0.0,,,,,381.6356,-0.25,,381.6354,0.0,,381.6353,-42,,,,,381.6356,0.0,,381.6303,1.19140625,,381.6357,0.0,,381.6353,1079,,381.6303,-0.25,,381.6298,527,,381.6301,0.0,,,,,381.6357,-0.75,,381.6301,0.6875,,
,,,,,,381.6556,-0.5625,,381.65,0,,381.6503,0.0,,381.6498,0.0,,381.6503,-0.375,,381.6498,600,,381.6557,-0.75,,381.6554,115.25,,381.6499,0.0,,381.6555,0.0,,381.65,-90,,381.6501,0.0,,381.6553,-41,,381.6553,0.0,,381.6553,1079,,381.6498,600,,381.6556,0.0,,381.6498,527,,381.6553,0.0,,381.6498,0.0,,381.6555,0,,381.6557,0.0,,381.6499,115.25,,381.6499,27,,381.6554,27,,381.6501,-2.375,,381.65,0.0,,,,,381.6556,-1.25,,381.6554,0.0,,381.6553,-41,,,,,381.6556,0.0,,381.6503,1.203125,,381.6557,0.0,,381.6553,1079,,381.6503,0.5,,381.6498,527,,381.6501,0.0,,,,,381.6557,0.4375,,381.6501,-2.25,,
,,,,,,381.6756,-0.25,,381.6702,0,,381.6704,0.0,,381.6699,0.0,,381.6704,-1.0,,381.6699,600,,381.6757,0.125,,381.6753,115.1875,,381.67,0.0,,381.6755,0.0,,381.6702,-89,,381.6703,0.0,,381.6752,-41,,381.6752,0.0,,381.6752,1079,,381.6699,600,,381.6756,0.0,,381.6699,527,,381.6752,0.0,,381.6699,0.0,,381.6755,0,,381.6757,0.0,,381.67,115.25,,381.67,27,,381.6753,27,,381.6703,-5.6875,,381.6702,0.0,,,,,381.6756,-1.375,,381.6753,0.0,,381.6752,-41,,,,,381.6756,0.0,,381.6704,1.2109375,,381.6757,0.0,,381.6752,1079,,381.6704,-0.3125,,381.6699,527,,381.6703,0.0,,,,,381.6757,-0.25,,381.6703,-2.0625,,
,,,,,,381.6956,-0.5,,381.69,0,,381.6903,0.0,,381.6898,0.0,,381.6903,0.25,,381.6898,600,,381.6957,-0.6875,,381.6953,115.1875,,381.6899,0.0,,381.6955,0.0,,381.69,-89,,381.6902,0.0,,381.6952,-40,,381.6952,0.0,,381.6952,1079,,381.6898,600,,381.6956,0.0,,381.6898,527,,381.6952,0.0,,381.6898,0.0,,381.6955,0,,381.6957,0.0,,381.6899,115.25,,381.6899,27,,381.6953,27,,381.6902,-3.1875,,381.69,0.0,,,,,381.6956,-1.375,,381.6953,0.0,,381.6952,-40,,,,,381.6956,0.0,,381.6903,1.203125,,381.6957,0.0,,381.6952,1079,,381.6903,0.125,,381.6898,527,,381.6902,0.0,,,,,381.6957,0.3125,,381.6902,-1.1875,,
,,,,,,381.7156,-0.0625,,381.71,0,,381.7103,0.0,,381.7098,0.0,,381.7103,0.5,,381.7098,600,,381.7158,0.9375,,381.7154,115.125,,381.7099,0.0,,381.7155,0.0,,381.71,-88,,381.7102,0.0,,381.7152,-39,,381.7152,0.0,,381.7152,1079,,381.7098,600,,381.7156,0.0,,381.7098,527,,381.7152,0.0,,381.7098,0.0,,381.7155,0,,381.7158,0.0,,381.7099,115.25,,381.7099,27,,381.7154,27,,381.7102,-3.375,,381.71,0.0,,,,,381.7156,-1.5625,,381.7154,0.0,,381.7152,-39,,,,,381.7156,0.0,,381.7103,1.2109375,,381.7158,0.0,,381.7152,1079,,381.7103,-0.1875,,381.7098,527,,381.7102,0.0,,,,,381.7158,-0.625,,381.7102,0.4375,,
,,,,,,381.7356,-0.6875,,381.73,0,,381.7303,0.0,,381.7297,0.0,,381.7303,-0.6875,,381.7297,600,,381.7357,0.625,,381.7353,115.1875,,381.7299,0.0,,381.7355,0.0,,381.73,-88,,381.7301,0.0,,381.7352,-38,,381.7352,0.0,,381.7352,1079,,381.7297,600,,381.7356,0.0,,381.7297,527,,381.7352,0.0,,381.7297,0.0,,381.7355,0,,381.7357,0.0,,381.7299,115.1875,,381.7299,27,,381.7353,27,,381.7301,-2.0625,,381.73,0.0,,,,,381.7356,-1.125,,381.7353,0.0,,381.7352,-38,,,,,381.7356,0.0,,381.7303,1.2109375,,381.7357,0.0,,381.7352,1079,,381.7303,0.75,,381.7297,527,,381.7301,0.0,,,,,381.7357,-0.375,,381.7301,-2.6875,,
,,,,,,381.7556,0.0625,,381.75,0,,381.7502,0.0,,381.7497,0.0,,381.7502,1.875,,381.7497,600,,381.7557,0.25,,381.7553,115.1875,,381.7498,0.0,,381.7555,0.0,,381.75,-88,,381.7501,0.0,,381.7552,-38,,381.7552,0.0,,381.7552,1079,,381.7497,600,,381.7556,0.0,,381.7497,527,,381.7552,0.0,,381.7497,0.0,,381.7555,0,,381.7557,0.0,,381.7498,115.125,,381.7498,27,,381.7553,27,,381.7501,-4.3125,,381.75,0.0,,,,,381.7556,-1.4375,,381.7553,0.0,,381.7552,-38,,,,,381.7556,0.0,,381.7502,1.19140625,,381.7557,0.0,,381.7552,1079,,381.7502,-1.375,,381.7497,527,,381.7501,0.0,,,,,381.7557,-0.375,,381.7501,1.0625,,
